key,business_name,area,primary_category,groups,tags,attributes,review_state,conflicts,master_description,maps_parsed,maps_full_text
cid:3099661925276096610,"Casa Margarita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:8900920815586328050,"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,wildlife,accepted_deterministic,,True,True,True
cid:5659125372219148881,"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:16930291155158825297,"La Casita de Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:16195237219481974530,"Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:13596874059691247570,"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17610491409749030649,"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:15662198641513996653,"La Finca Chica - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,bed-and-breakfast|gym|hotel,accepted_deterministic,,True,True,True
cid:8420081138501081482,"Finca Valeria Treehouses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,bed-and-breakfast|cabins,accepted_deterministic,,True,True,True
cid:17897655248647644053,"Flor del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:5613050885601789841,"Habitat Vacation Rentals - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:12871095951792514227,"Ocean's Breeze Apartment and Rooms - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:3948210368762528971,"Las Palomas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,gym,accepted_deterministic,,True,True,True
cid:5477765746729269238,"La Perla del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,gym,accepted_deterministic,,True,True,True
cid:15602414082115305191,"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,bar|gym,accepted_deterministic,,True,True,True
cid:8441660170222933820,"Treevana - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,bed-and-breakfast,accepted_deterministic,,True,True,True
cid:11607384494912146716,"El Tucán Feliz - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,gym,accepted_deterministic,,True,True,True
cid:2778057777928120817,"Villa Aurora - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:3811950339808245976,"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:7902224320478214928,"Villa Laurel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,hotel,accepted_deterministic,,True,False,True
cid:4271339890778489202,"Villa Rameen - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:8862541351972983241,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:11129113619647704846,"Aloki Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:12754897163013733415,"Angler's Lair - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:14240005590269620796,"Caribbean Courtyard Villa - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:18302181789419942285,"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:14093799972335896635,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:9516383767938620040,"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,gym,accepted_deterministic,,True,True,True
cid:6876276989579196961,"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:2489061038640189430,"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:11101879544769502565,"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,laundry,accepted_deterministic,,True,True,True
cid:5961957804184993948,"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:5703354943109126310,"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,laundry,accepted_deterministic,,True,True,True
cid:17671006442397185195,"Pura Bali Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17306174628636276319,"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,hotel|vacation-rental,,accepted_deterministic,,True,True,True
cid:386602587240645860,"Up! House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:9838950680602433731,"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:2579895199015686682,"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:15567706438348473704,"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:10974417683706909929,"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:5233367816302543964,"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay|things-to-do,vacation-rental|wildlife,,accepted_deterministic,,True,False,True
cid:15942771352384167456,"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,bar|gym|laundry,accepted_deterministic,,True,True,True
cid:6374413444850813378,"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17194360818099045148,"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:2127018088757720546,"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:2878562505584101773,"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:16462037703900023129,"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,gym|wildlife,accepted_deterministic,,True,True,True
cid:16775548705300829933,"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,gym|spa|yoga,accepted_deterministic,,True,True,True
cid:1074114199983889358,"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,False,True
cid:8905623640105890404,"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:10207460585524901017,"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17163510404658526674,"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,wildlife,accepted_deterministic,,True,False,True
cid:14170683448288584492,"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:176499380080555804,"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,gym|wildlife,accepted_deterministic,,True,True,True
cid:6415805193363578026,"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:15727569979150542837,"Finca Don Litos - Hone Creek, Limón, Costa Rica",Hone Creek,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:5114266921704520486,"Villas Diwo - Hone Creek, Limón, Costa Rica",Hone Creek,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:4732141069441829785,Gigi O Restaurant,Puerto Viejo,restaurant,eat,restaurant,bakery|bar|cafe|live-music,accepted_deterministic,,True,True,True
cid:10844386752467925201,"Tasty Waves Cantina - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,bar|hostel,accepted_deterministic,,True,True,True
cid:14941158757917200222,Amimodo Restaurant,Puerto Viejo,restaurant,eat,restaurant,surf,accepted_deterministic,,True,True,True
cid:3477422119483013906,"Arrecife Hotel y Restaurante - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,restaurant,eat|stay,hotel|restaurant,bar|cabins,retained_mixed_use,restaurant_with_lodging_evidence,True,True,True
cid:2898935241958549311,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,restaurant,eat|nightlife,bar|restaurant,hotel,accepted_deterministic,,True,True,True
cid:10536491158093405826,"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:1242408439996904931,Cacao Huasi,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:3787124603348818142,Café Gustitos,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:5741623948918730601,Cafe Rico,Puerto Viejo,restaurant,eat,cafe|restaurant,laundry,accepted_deterministic,,True,True,True
cid:16024433122991526617,Cafe Viejo,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:4666775397025577928,"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat|nightlife,bar|restaurant,cafe|live-music,accepted_deterministic,,True,True,True
cid:17125108004029582358,La Casita de Monli,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:2968574655178095232,Chaman Mercadito,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:14914017430472405216,"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:2449275981368445735,Chile Rojo,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:15977758811209084867,Chill and Cheese Snackbar,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:14967171326255452504,Cocomar Comida Caribeña,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1992524522108535061,Como en la Gloria,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:9034432070677152199,De Gustibus Bakery,Puerto Viejo,restaurant,eat,bakery|restaurant,bar,accepted_deterministic,,True,True,True
cid:6285696364079021471,La Esquina Boruca Pizzeria,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:6039954764509566896,"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11456769578958313273,Grow Beachfront Restaurant,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:3898303194050413799,"GypSea Café - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:17658715504289400300,Hot Rocks,Puerto Viejo,restaurant,eat|nightlife,bar|restaurant,live-music,accepted_deterministic,,True,True,True
cid:16900161777165927286,"Il Fiore Rosso - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:4325961701237139165,Island City Wingz N Tingz,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:13515529363295537137,Joe Snack Point,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:94575443808973745,KOKi Beach,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:9490671975575104119,"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:17217796188356524660,Lidia's Place,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9175324429067544765,"Lizzie 1872 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:18001671055676159782,Madre Tierra,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:15751918209348819421,McCloud's Munchies,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:14864163845916515215,"Mixta Comida y Cócteles - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:8398495366730310888,Nanku,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:9689238987282057380,"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:14004683085019934949,"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1774712170744498946,"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,restaurant,eat,restaurant,bakery|bar,accepted_deterministic,,True,True,True
cid:17702928579971376532,La Parada Cafeteria,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:14475003202983918509,Paradise Comida Caribeña,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:16671506007035121722,"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat|nightlife,bar|restaurant,,accepted_deterministic,,True,True,True
cid:16086292581675314185,"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,hotel,accepted_deterministic,,True,True,True
cid:4697431774628734956,The Point Smash Burgers,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:2996335063703875502,Port Vell,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:15140435167806983758,Puerto Pirata,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:4550404849389797392,"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:16434729007440247088,"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:17060511891850618747,"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:15379756172704945472,"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:4015454567044906676,Restaurante Bar Tamara,Puerto Viejo,restaurant,eat|nightlife,bar|restaurant,,accepted_deterministic,,True,True,True
cid:7919869702409355075,Restaurante Nema,Puerto Viejo,restaurant,eat|nightlife,bar|restaurant,,accepted_deterministic,,True,True,True
cid:9970954456776975626,Restaurante Riquísimo,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:12004515342485209052,"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:16999591583866751916,Roly Caribbean Food,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1919422794756532278,"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:7269480960058336334,El Sabor Tico,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:8353793036632461139,Samurai Fusion,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:16977709915965621211,"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,restaurant,eat|stay,cabins|restaurant,,retained_mixed_use,restaurant_with_lodging_evidence,True,True,True
cid:11811768080109070447,El Sendero Beach Club,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:12232799133081119632,SOCA Restaurant,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:10526256393366740216,"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11963087103971381770,Soda Shekiná,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1216870082731283437,"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:5800050942790570331,Soulsurfer,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9500835097815952703,"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,bar|vacation-rental,accepted_deterministic,,True,True,True
cid:12889418516397438139,Stashu's Con Fusion,Puerto Viejo,restaurant,eat,restaurant,live-music,accepted_deterministic,,True,True,True
cid:18334594677246073631,"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:10857452245923386259,Todo Es Posible,Puerto Viejo,restaurant,eat,restaurant,vacation-rental,accepted_deterministic,,True,True,True
cid:4581732904956358033,"Zaika Bar & Grill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat|nightlife,bar|restaurant,,accepted_deterministic,,True,True,True
cid:7459202686588347907,Clan Vibes Club,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:5875257995302760665,"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,eat,restaurant,bar|hotel,accepted_deterministic,,True,True,True
cid:14220452903198803816,Green Jaguar Irish Gastro Pub,Puerto Viejo,restaurant,eat|nightlife,bar|restaurant,live-music,accepted_deterministic,,True,True,True
cid:3484755376915308939,Johnny's Place,Puerto Viejo,restaurant,eat,restaurant,bar,accepted_deterministic,,True,True,True
cid:15009365918254941244,Salsa Brava Beach Bar,Puerto Viejo,restaurant,eat|nightlife,bar|restaurant,,accepted_deterministic,,True,True,True
cid:13904096282139076225,7 Ice Creams,Puerto Viejo,restaurant,eat,cafe|restaurant,ice-cream,accepted_deterministic,,True,True,True
cid:16439982460016547770,"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:3622931891880684663,Bloom Cafe & Donas,Puerto Viejo,restaurant,eat,cafe|restaurant,bar,accepted_deterministic,,True,True,True
cid:9729510481461644038,BOA Coworking,Puerto Viejo,restaurant,eat,restaurant,bar|cafe,accepted_deterministic,,True,True,True
cid:3667327054410327456,Bread and Chocolate,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:15524106146082438383,Bread What What,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11273521356461778959,"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:8483815143288546232,Calipso,Puerto Viejo,restaurant,eat,cafe|restaurant,clothing,accepted_deterministic,,True,True,True
cid:8711730419987475064,"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,eat,restaurant,yoga,accepted_deterministic,,True,True,True
cid:7237910231811189422,Como En Mi Casa Art Cafe,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:11995643747907112875,Gelateria Deelite,Puerto Viejo,restaurant,eat,cafe|restaurant,ice-cream,accepted_deterministic,,True,True,True
cid:17441244772065149373,Iriria Specialty Coffee Shop,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:543073464450059371,Juice for Life Wolaba,Puerto Viejo,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:3766450624092844612,Lulu's Place,Puerto Viejo,restaurant,eat,restaurant,cafe|vacation-rental,accepted_deterministic,,True,True,True
cid:16388259169975674586,Ocho Nani,Puerto Viejo,restaurant,eat,restaurant,ice-cream,accepted_deterministic,,True,True,True
cid:1569445318757953644,Pan Pay,Puerto Viejo,restaurant,eat,restaurant,bakery,accepted_deterministic,,True,True,True
cid:4039924463453362188,Pidiendo Cacao,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:561223372813398582,Sweet Moments,Puerto Viejo,restaurant,eat,cafe|restaurant,bar|ice-cream,accepted_deterministic,,True,True,True
cid:6004428022633356945,Aloe Boutique,Puerto Viejo,shopping,eat|shopping,cafe|shop,clothing,accepted_deterministic,,True,True,True
cid:3007132759593543579,Bambu Store,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:14335650359629993448,Cantik at Home,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:8021121814343586580,"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,shopping,shopping,shop,cafe|clothing,accepted_deterministic,,True,True,True
cid:10112276568951936836,DiTown Shop,Puerto Viejo,shopping,shopping,shop,bar|surf,accepted_deterministic,,True,True,True
cid:12439179219911805867,Luna May,Puerto Viejo,shopping,shopping,clothing|shop,,accepted_deterministic,,True,True,True
cid:4573919399282068853,Marea Santa,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:1867018045151554137,Naturama Store,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:3589518174440329979,Passion Fruit Store,Puerto Viejo,shopping,shopping,shop|supermarket,clothing,accepted_deterministic,,True,True,True
cid:4399460039894613264,Reggaeland,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:6498487977379373493,Samoa Boutique,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:11658160512809789635,Tienda Caribe,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:9340938745226350575,"Almacen San Francisco - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:16829552897593145903,"Colono Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,shopping,shop,,accepted_deterministic,,True,True,True
cid:1686533995954964702,"FerreCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,shopping,shopping,shop,,accepted_deterministic,,True,True,True
cid:18282199755586445336,"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,shopping,shop,,accepted_deterministic,,True,True,True
cid:1270489682697087471,Red Monkey Liquor Store,Puerto Viejo,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:13937010489015814564,Electro Office,Puerto Viejo,shopping,shopping,shop,,accepted_deterministic,,True,True,True
cid:5802142291987797865,"Flor de China - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,shopping,eat|shopping,cafe|shop|supermarket,,accepted_deterministic,,True,True,True
cid:9017085322259588567,Librería Caribe,Puerto Viejo,shopping,eat|shopping,bakery|shop,,accepted_deterministic,,True,True,True
cid:6985913817068423993,"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,shopping,services|shopping,pharmacy|shop,,accepted_deterministic,,True,True,True
cid:1577213594063101362,La Pitaya,Puerto Viejo,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:6465038343017776200,Tienda del Mar,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:7346571536131451543,Wanderlust,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:3462379184645189350,Puerto Viejo Farmers and Artisans Market,Puerto Viejo,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:2440760117286550342,Bio Mercado Puerto Viejo,Puerto Viejo,shopping,shopping,shop,clothing,accepted_deterministic,,True,True,True
cid:17335728675883934034,Centro de Carnes Canada,Puerto Viejo,shopping,shopping,shop,,accepted_deterministic,,True,True,True
