key,business_name,area,primary_category,groups,tags,attributes,review_state,conflicts,master_description,maps_parsed,maps_full_text
cid:18223909293549188491,El Diamante,Puerto Viejo,shopping,shopping,shop,supermarket,accepted_deterministic,,True,True,True
cid:12358093494451922122,"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,shopping,shopping,shop,beauty|supermarket,accepted_deterministic,,True,True,True
cid:15490944357828439393,Mariscos Mopri,Puerto Viejo,shopping,shopping,shop,banking,accepted_deterministic,,True,True,True
cid:11042023153703264759,Mercadito Puerto Viejo,Puerto Viejo,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:6016659839329473468,Namú Ecotienda Orgánica,Puerto Viejo,shopping,shopping,shop,,accepted_deterministic,,True,True,True
cid:17944942059124723912,"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,shopping,shopping,shop|supermarket,grocery,accepted_deterministic,,True,True,True
cid:11103674503107555780,"Super Negro Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,shopping,shopping,shop,supermarket,accepted_deterministic,,True,True,True
cid:17530375863814220827,"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,shopping,shop,supermarket,accepted_deterministic,,True,False,True
cid:722254835360302817,Value Mart Puerto Viejo,Puerto Viejo,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:8668304854687518026,Automotriz Danny,Puerto Viejo,services,services|wellness,local-service|medical,,accepted_deterministic,,True,True,True
cid:14899315700978366356,"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",Hone Creek,services,services,local-service,,accepted_deterministic,,True,True,True
cid:8404229099084152409,Casa de la Cultura,Puerto Viejo,services,services|shopping,local-service|pharmacy,,accepted_deterministic,,True,True,True
cid:6459045736382662095,"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services,local-service,,accepted_deterministic,,True,True,True
cid:17588446650226285599,"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,services,local-service,,accepted_deterministic,,True,True,True
cid:17585168533554979538,"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,services,local-service,,accepted_deterministic,,True,True,True
cid:6745087497030231094,Caribe Dental,Puerto Viejo,services,services|wellness,dental|local-service,,accepted_deterministic,,True,True,True
cid:331886285113007367,Centro Médico Aruma,Puerto Viejo,services,services,local-service,medical,accepted_deterministic,,True,True,True
cid:13864196564288057579,Clínica de Especialidades Médicas San Gabriel,Puerto Viejo,services,services|wellness,local-service|medical,pharmacy,accepted_deterministic,,True,True,True
cid:15014437406187691360,Clínica Dental Yani,Puerto Viejo,services,services|wellness,dental|local-service|medical,,accepted_deterministic,,True,True,True
cid:8437643615710257437,"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",Hone Creek,services,services|wellness,local-service|medical,,accepted_deterministic,,True,True,True
cid:2511122372422782678,Laboratorio Bioclinic,Puerto Viejo,services,services|shopping,local-service|pharmacy,medical,accepted_deterministic,,True,True,True
cid:9649342109201810481,"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,services,local-service,,accepted_deterministic,,True,True,True
cid:1889608973525699671,Lavandería La Estrella,Puerto Viejo,services,services,laundry|local-service,,accepted_deterministic,,True,True,True
cid:8840035579056537434,Washboard,Puerto Viejo,services,services,laundry|local-service,bar|cafe,accepted_deterministic,,True,True,True
cid:7766901451570548014,"We Do Laundry - Hone Creek, Limón, Costa Rica",Hone Creek,services,services,laundry|local-service,,accepted_deterministic,,True,False,True
cid:565813449899308633,Aloha Skincare and Wellness,Puerto Viejo,services,services,local-service,massage|spa,accepted_deterministic,,True,True,True
cid:3494255912740671382,Ambar Tattoo Space,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:16552705196228924381,Caribe Love Tattoo,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:12833664519499680091,Cosmos Puerto Viejo Tattoo,Puerto Viejo,services,services|wellness,beauty|local-service,,accepted_deterministic,,True,True,True
cid:6047083801083296069,Earth to Skin,Puerto Viejo,services,services,local-service,yoga,accepted_deterministic,,True,True,True
cid:12067959796908866585,"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services|wellness,local-service|spa,beauty|hotel|massage,accepted_deterministic,,True,True,True
cid:11573433909437604022,"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services,local-service,yoga,accepted_deterministic,,True,True,True
cid:5529719550027810747,Mendez Barber Shop,Puerto Viejo,services,services|wellness,beauty|local-service,,accepted_deterministic,,True,True,True
cid:18191801259759644864,"Octo Salon - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,services,services|wellness,beauty|local-service,spa,accepted_deterministic,,True,True,True
cid:10525434517969119413,Old Harbour Gym,Puerto Viejo,services,services|wellness,gym|local-service,supermarket,accepted_deterministic,,True,True,True
cid:13111271524723360984,Pure Jungle Spa,Puerto Viejo,services,services|wellness,local-service|spa,gym|massage,accepted_deterministic,,True,True,True
cid:15543805518497480345,"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services,local-service,massage|yoga,accepted_deterministic,,True,True,True
cid:1958769090411140405,"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services|wellness,local-service|massage|spa,gym|hotel,accepted_deterministic,,True,True,True
cid:8317123943686846949,Svastha Yoga & Ayurveda Café,Puerto Viejo,services,eat|services|things-to-do|wellness,cafe|local-service|yoga,hostel,accepted_deterministic,,True,True,True
cid:3486593641699246622,La Tinta Tropical,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:12543675730712426029,Vol'Air Dance Studio,Puerto Viejo,services,services,local-service,gym|yoga,accepted_deterministic,,True,True,True
cid:11794143091262296476,Puerto Viejo Dogs,Puerto Viejo,services,services,local-service,medical,accepted_deterministic,,True,True,True
cid:7240010806083907203,Central de Mascotas,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:15400950969629438728,Clínica Veterinaria Arroyo y Solano,Puerto Viejo,services,services|wellness,local-service|medical,,accepted_deterministic,,True,True,True
cid:13987590870242443651,"Clinica Veterinaria Green Vet - Hone Creek, Limón, Costa Rica",Hone Creek,services,services|wellness,local-service|medical,,accepted_deterministic,,True,True,True
cid:13918274438659118327,Ciclo Tuanis,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:8630472141589888435,Puerto Viejo Bike Rentals,Puerto Viejo,services,services,local-service,surf,accepted_deterministic,,True,True,True
cid:5955362533549979086,"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services,local-service,,accepted_deterministic,,True,True,True
cid:6040828318272438452,Cerrajería Paris,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:15750093614330541423,PC Caribe Soluciones Informáticas,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:15763192850089670329,"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,services,services,local-service,,accepted_deterministic,,True,False,True
cid:938478883870584374,"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,services,services,local-service,,accepted_deterministic,,True,False,True
cid:8716363808718267189,Eñe Spanish Teachers,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:439116677363621136,Spanish by the Sea,Puerto Viejo,services,services,local-service,hostel,accepted_deterministic,,True,True,True
cid:15049167550943815650,Spanish School Pura Vida,Puerto Viejo,services,services,local-service,hotel,accepted_deterministic,,True,True,True
cid:14733147586219926929,"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services,local-service,,accepted_deterministic,,True,True,True
cid:15619291854434631434,"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,services,local-service,,accepted_deterministic,,True,True,True
cid:4794006171803715674,Elena De Luca Studio,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:11540051154473046732,Puerto Viejo Multicentro,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:8923069820182897353,Sea Breeze Events,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:11736483113495327139,"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services|things-to-do,local-service|surf,hotel,accepted_deterministic,,True,True,True
cid:3144025592942935764,"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services|things-to-do,local-service|surf,,accepted_deterministic,,True,True,True
cid:14229054643032701360,Surf the Jungle Surf School Adventures,Puerto Viejo,services,services|things-to-do,local-service|surf,,accepted_deterministic,,True,True,True
cid:1318668082841675164,"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,services,services|things-to-do,local-service|surf,clothing,accepted_deterministic,,True,True,True
cid:904701918920547958,"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",Hone Creek,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:13961717934939865032,"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
record:ed378d000c1b2a2e,"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,False,False
cid:16305114679791493305,Exploradores Outdoors,Puerto Viejo,tour_company,things-to-do,kayaking|tour-operator,,accepted_deterministic,,True,True,True
cid:7972003479335139796,"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:15105583459127739828,"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,tour_company,things-to-do,surf|tour-operator,cabins|ecolodge,accepted_deterministic,,True,True,True
cid:14331531993444532415,"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,tour_company,things-to-do,snorkeling|tour-operator,beauty|diving|surf,accepted_deterministic,,True,True,True
cid:18254971901429379098,Hidden Garden Ethnobotanical Sanctuary,Puerto Viejo,tour_company,things-to-do,tour-operator,wildlife,accepted_deterministic,,True,True,True
cid:9435208628058025334,"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:3404977970967347049,"Kinkaju Tours - Hone Creek, Limón, Costa Rica",Hone Creek,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:1382996174802571516,"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,tour_company,things-to-do,diving|kayaking|tour-operator,cafe,accepted_deterministic,,True,True,True
cid:12629937482695022966,"Ride the Rainforest - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
record:731ed5eea22b7496,"Talamanca Chocolate - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,tour_company,things-to-do,tour-operator,bar,accepted_deterministic,,True,False,False
cid:15441903368463150081,Adobe EasyCar Rent a Car,Puerto Viejo,transport,transport,car-rental|transport,,accepted_deterministic,,True,True,True
cid:7608545223870319936,Alamo Enterprise Car Rental,Puerto Viejo,transport,transport,car-rental|transport,,accepted_deterministic,,True,True,True
cid:3254890975301091925,Caribe Shuttle,Puerto Viejo,transport,transport,shuttle|transport,,accepted_deterministic,,True,True,True
cid:2534048177187130620,Interbus office,Puerto Viejo,tour_company,things-to-do,tour-operator,shuttle,accepted_deterministic,,True,True,True
cid:4544300389782328912,Puerto Viejo Golf Carts,Puerto Viejo,tour_company,things-to-do,tour-operator,bar|cafe,accepted_deterministic,,True,True,True
cid:11890875733593568965,ATEC,Puerto Viejo,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:15210314141344220556,Best Travel Puerto Viejo,Puerto Viejo,tour_company,things-to-do,tour-operator,hotel,accepted_deterministic,,True,True,True
cid:13054634241932126885,"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,tour_company,things-to-do,snorkeling|tour-operator,hotel,accepted_deterministic,,True,True,True
cid:831507804855121720,Gecko Trail Costa Rica,Puerto Viejo,tour_company,things-to-do,tour-operator,shuttle|snorkeling|wildlife,accepted_deterministic,,True,True,True
cid:14937553679269800467,Caribe Sur Real Estate,Puerto Viejo,real_estate,services,real-estate,,accepted_deterministic,,True,True,True
cid:4080809972239951323,"Century 21 Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,real_estate,services,real-estate,,accepted_deterministic,,True,True,True
cid:49080311362860494,Coldwell Banker Caribe,Puerto Viejo,real_estate,services,real-estate,,accepted_deterministic,,True,True,True
cid:10602615161199468109,RISE Puerto Viejo,Puerto Viejo,real_estate,services,real-estate,,accepted_deterministic,,True,True,True
cid:8364214958693781126,"Green Property Management - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,real_estate,services,real-estate,,accepted_deterministic,,True,True,True
cid:11695310561034687807,Farmacia Caribe,Puerto Viejo,shopping,services|shopping,pharmacy|shop,,accepted_deterministic,,True,True,True
cid:3604431449933497569,Puerto Viejo Pharmacy,Puerto Viejo,shopping,services|shopping,pharmacy|shop,,accepted_deterministic,,True,True,True
cid:9205429348892041088,Mega Super,Puerto Viejo,shopping,shopping,shop,supermarket,accepted_deterministic,,True,True,True
cid:15754056459834286605,Old Harbour Supermarket,Puerto Viejo,shopping,shopping,shop|supermarket,gym,accepted_deterministic,,True,True,True
cid:16057147527426616372,"Pali Supermarket - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:6712847186866435431,"Super Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,shopping,shopping,shop,supermarket,accepted_deterministic,,True,True,True
cid:2289992265205374495,"Super Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,shopping,shopping,shop|supermarket,,accepted_deterministic,,True,True,True
cid:4633778847403409813,"Super SK - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,shopping,shopping,shop,supermarket,accepted_deterministic,,True,True,True
cid:11028453782334017200,"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,services,services,local-service,,accepted_deterministic,,True,False,True
cid:4409251360524216865,Catholic Church,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:9360864736049190713,"Puerto Viejo Police Station - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,services,local-service,,accepted_deterministic,,True,True,True
cid:2262025233079404899,Puerto Viejo Police Town Station,Puerto Viejo,services,services,local-service,,accepted_deterministic,,True,True,True
cid:17219624679350508173,BAC Credomatic ATM,Puerto Viejo,services,services,banking|local-service,,accepted_deterministic,,True,True,True
cid:6083793639075237056,Banco de Costa Rica Puerto Viejo,Puerto Viejo,services,services,banking|local-service,,accepted_deterministic,,True,True,True
cid:1353920052832893881,Banco Nacional,Puerto Viejo,services,services,banking|local-service,,accepted_deterministic,,True,True,True
cid:7826458106781310635,Main Bus Stop,Puerto Viejo,tour_company,things-to-do,tour-operator,,accepted_deterministic,,True,True,True
cid:5087368109469436,Watuza,Puerto Viejo,restaurant,eat,restaurant,cafe,accepted_deterministic,,True,True,True
cid:3318057307050382237,El Faro 13,Puerto Viejo,hostel,stay,hostel,,accepted_deterministic,,True,False,True
cid:6172303307990233309,Hotel Los Sueños,Puerto Viejo,hostel,stay,hostel|hotel,,accepted_deterministic,,True,True,True
cid:7028859976887285327,Villa Bukë,Playa Negra,hostel,stay,hostel|vacation-rental,bed-and-breakfast,accepted_deterministic,,True,True,True
cid:16042642729582706568,Beach Hut,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:13125604731849220414,Mi Casa Hostel y Hotel El Tesoro,Cocles,hotel,stay,hostel|hotel,,accepted_deterministic,,True,True,True
cid:12957286642440581909,Cabinas Orange Green,Puerto Viejo,hotel,stay,cabins|hotel,,accepted_deterministic,,True,True,True
cid:13263856020028543184,Cabinas Wray,Puerto Viejo,hotel,stay,cabins|hotel,,accepted_deterministic,,True,True,True
cid:317666818352039671,Casa Badawi,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:15386546290359540673,Casa Trinidad,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:6991145958394588637,Casa Tuareg,Puerto Viejo,hotel,stay,hotel,bed-and-breakfast,accepted_deterministic,,True,True,True
cid:564116512944240361,Harmony: Mini Casa Rodante by Aptos Casa Caribe,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,True,True
record:8132de7e62d22e35,Hotel Posada Nena,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,False,False
cid:10103267938150795136,Lapalapa Beach Front Hotel,Cocles,hotel,stay,hotel,,accepted_deterministic,,True,False,True
cid:10805419731316352392,Las Mariposas,Playa Chiquita,hotel,stay,hotel,cabins,accepted_deterministic,,True,True,True
record:c444cddebe7d89af,Paula's and Daniel's Homestay,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,False,False
cid:1478870326467382969,Totem Hotel Resort & Restaurant,Cocles,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:5511726850680415410,Vista Verde,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,False,True
cid:11076891351201890493,Restaurante Cariblue,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9366602319080449218,Río Negro,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,False,True
cid:13154832338927502648,Jungle Air Parapente,Puerto Viejo,shopping,shopping,shop,,accepted_deterministic,,True,True,True
record:dbbf9984377cbcc6,Panadería Francés,Cocles,shopping,eat|shopping,bakery|shop,,accepted_deterministic,,True,False,False
cid:4688760639939900664,Hotel Villas y Glamping M&A,Cocles,vacation_rental,stay,hotel|vacation-rental,gym,accepted_deterministic,,True,True,True
cid:4171499263891603584,Yerbas Concepto Culinario,Puerto Viejo,restaurant,eat,restaurant,cafe,accepted_deterministic,,True,True,True
cid:4461576710289322066,Abba Home,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1952261552637324801,ALMA Masajes,Playa Negra,wellness,wellness,massage|wellness,spa,accepted_deterministic,,True,True,True
cid:2436293331676785956,Alojamiento kon-tiky,Playa Negra,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:12888475778927218100,Api-Rescate,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:13949908967524151461,Ariel Apartment's,Playa Negra,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17999916450116929174,Arrecife El Chino,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1672049247961347392,Beach Trail,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:5126079905553228488,Beauty Ritual Spa,Cocles,wellness,services|wellness,beauty|spa|wellness,massage,accepted_deterministic,,True,True,True
cid:2501817113382200716,BERACA,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11342442517607475672,Blessed Hands Massage Therapy,Playa Negra,wellness,wellness,massage|wellness,spa,accepted_deterministic,,True,True,True
cid:7864989313907649296,Blue Dreams Hotel,Playa Negra,hotel,stay,hotel,bar,accepted_deterministic,,True,False,True
cid:7100005996183210934,Buddy's Sloth Crossing,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:17729819013080646669,Bugambilia Inn,Playa Negra,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:1705549831231309538,Cabañas KiaMiMi,Puerto Viejo,hotel,stay,cabins|hotel,,accepted_deterministic,,True,True,True
cid:11625884884438770753,Cabina trepazul,Playa Negra,vacation_rental,stay,cabins|vacation-rental,,accepted_deterministic,,True,True,True
cid:17407111603426783648,Cabinas Bambu,Playa Negra,hotel,stay,cabins|hotel,,accepted_deterministic,,True,True,True
cid:12696769290945837673,Cabinas Yemanya,Playa Negra,hotel,stay,cabins|hotel,gym,accepted_deterministic,,True,True,True
cid:1099770184487127337,Café Jaguar & Art Gallery,Cocles,restaurant,eat,cafe|restaurant,,accepted_deterministic,,True,True,True
cid:15075381955885778012,Caribbean Blue Morpho Casitas,Playa Negra,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:10446838691217537192,Caribbean Hill Villas,Cocles,hotel,stay,hotel|vacation-rental,,accepted_deterministic,,True,True,True
cid:16346096411354140739,CaribeZen,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:704176135278923927,Casa Alegra,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:7547821247784059764,Casa Amma,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:2049439108129397134,Casa Amor,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:3140302717225770813,Casa Antorcha,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9228433576839534036,Casa Canopy,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9842399411646961220,Casa Chilamate Day House,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:15109859868766777239,Casa del Caribe B&B,Playa Negra,hotel,stay,bed-and-breakfast|hotel,,accepted_deterministic,,True,True,True
cid:316298798085648093,Casa Lily,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
record:bb308727dee573bf,Casa Miluca,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,False,False
cid:1887854985612918255,Casa Miluco,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:15130039431868872191,Casa Olingo,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:12261963239237230570,Casa Pallaita,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:3067085546718993771,Casa Palliata,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1532267197232448530,Casa Shanti,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:1467139456314837512,casa tia zeidy,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11284617851322192684,Casa vacacional happy day beach house,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:14746104939384196054,Casa Vosi,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:6852082090485791353,Casas Sloth & Butterfly,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:8515345812121137688,Casita Tucan,Cocles,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:1201615432871305998,Casitas Batsú,Cocles,vacation_rental,stay,vacation-rental,,accepted_deterministic,,True,True,True
cid:17991662797152698167,Casitas del Bosque,Puerto Viejo,hotel,stay,hotel|vacation-rental,,accepted_deterministic,,True,False,True
cid:14244983452023827203,CHOCORART,Puerto Viejo,shopping,shopping,shop,,accepted_deterministic,,True,False,True
cid:906367207779863842,Cirrus Sky Paragliding CR,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11408791647006779441,Cubali Beach,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:7437765293747491582,Doctah Herbalist,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:3648769552104707896,Explora Caribe CR,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:8690304503274970919,Finca Darai,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:18425416724501171270,FISIOTERAPIA Agustin cuya,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:5112397613028029900,Fruit Houses,Cocles,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:7062771685360018807,Global Stones finca conservación,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:16307257612295998249,Hawaiian Massage,Playa Negra,wellness,wellness,massage|wellness,spa,accepted_deterministic,,True,True,True
cid:2607119743059473489,Hidden Viewpoint,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:5066811314987255340,Hospedaje Dos Sueños,Puerto Viejo,hotel,stay,hotel|vacation-rental,,accepted_deterministic,,True,False,True
cid:17548818634857466246,Hotel Rustika Lodge,Puerto Viejo,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:2747514405733351427,Iglesia Cristiana Casa De Restauracion,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:9895085162643105852,Izzy Rides CR,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:3799140751205186004,Jungalow,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:8356543483034618055,Jungla del Caribeño,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:7538221567368513085,Kä Luxury Caribbean,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:4776029185661119925,Ka Namu,Playa Negra,restaurant,eat,restaurant,bar,accepted_deterministic,,True,False,True
cid:5933448960817825235,Katuk,Playa Negra,restaurant,eat,restaurant,cafe,accepted_deterministic,,True,True,True
cid:8155523474538504664,La Caracola,Playa Negra,restaurant,eat,restaurant,gym,accepted_deterministic,,True,True,True
cid:7444463108124902177,LA CHASCONA,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11481951678172081848,La loma de burrito,Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:3738318817422763383,La Paloma Studio en Coclès con cocina a,Playa Negra,restaurant,eat,restaurant,bed-and-breakfast,accepted_deterministic,,True,True,True
cid:748324862255207133,Lapaluna,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,False,True
cid:13735728552511903272,Mishka Lodge,Playa Negra,hotel,stay,hotel,,accepted_deterministic,,True,True,True
cid:14542003755869509189,Nana's Place Beach House,Playa Chiquita,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:17897302561811397380,NAO,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:2630412520630926072,Paraiso Bohemio,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:11489327612040758816,Pipa's Beach,Puerto Viejo,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:7002874623913647725,Playa Estiven,Playa Negra,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
cid:8563195775533048594,Pure Life Sanctuary,Cocles,restaurant,eat,restaurant,massage|spa,accepted_deterministic,,True,True,True
cid:1452058410293289943,Quinta Guarumo,Playa Negra,restaurant,eat,restaurant,bed-and-breakfast,accepted_deterministic,,True,True,True
cid:18016775300084560342,RETIRO VERDE,Cocles,restaurant,eat,restaurant,,accepted_deterministic,,True,True,True
