Business Name,Instagram Handle,Instagram URL,Category,Area,Signal Tier,Status,Verified?,Date of Last Post,Activity Frequency,Notes
Casa Wolaba,casa.wolaba,"=HYPERLINK(""https://www.instagram.com/casa.wolaba/"",""@casa.wolaba"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
El Clan Hostel,elclan_hostel,"=HYPERLINK(""https://www.instagram.com/elclan_hostel/"",""@elclan_hostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Hotel and Hostel Agapi,agapi.pv,"=HYPERLINK(""https://www.instagram.com/agapi.pv/"",""@agapi.pv"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Hotel Puerto Viejo,hotelpuertoviejocr,"=HYPERLINK(""https://www.instagram.com/hotelpuertoviejocr/"",""@hotelpuertoviejocr"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Kalunay Hostel,kalunayhostel,"=HYPERLINK(""https://www.instagram.com/kalunayhostel/"",""@kalunayhostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Oasis Beachfront Hostel,oasis.hostel.pv,"=HYPERLINK(""https://www.instagram.com/oasis.hostel.pv/"",""@oasis.hostel.pv"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Pagalu Hostel,pagaluhostel,"=HYPERLINK(""https://www.instagram.com/pagaluhostel/"",""@pagaluhostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Rocking J's Hostel,rockingjshostel,"=HYPERLINK(""https://www.instagram.com/rockingjshostel/"",""@rockingjshostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Roots Family Hostel,roots_cr,"=HYPERLINK(""https://www.instagram.com/roots_cr/"",""@roots_cr"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
La Ruka Hostel,larukahostel,"=HYPERLINK(""https://www.instagram.com/larukahostel/"",""@larukahostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Soul Rebel Hostel,soulrebelhostel,"=HYPERLINK(""https://www.instagram.com/soulrebelhostel/"",""@soulrebelhostel"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
La Tribu,latribuhostelcr,"=HYPERLINK(""https://www.instagram.com/latribuhostelcr/"",""@latribuhostelcr"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tastydayz,"=HYPERLINK(""https://www.instagram.com/tastydayz/"",""@tastydayz"")",hostel,Cocles,T1,ok,FALSE,,,
"Yuyo Huelal Totga - Playa Cocles, Puerto Viejo, Limón, Costa Rica",huelal_totga,"=HYPERLINK(""https://www.instagram.com/huelal_totga/"",""@huelal_totga"")",hostel,Cocles,T1,ok,FALSE,,,
"Madre Selva Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",madreselvahostel,"=HYPERLINK(""https://www.instagram.com/madreselvahostel/"",""@madreselvahostel"")",hostel,Cocles,T1,ok,FALSE,,,
"Playa 506 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",playa506,"=HYPERLINK(""https://www.instagram.com/playa506/"",""@playa506"")",hostel,Cocles,T1,ok,FALSE,,,
"Smile Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",smilehostelcr,"=HYPERLINK(""https://www.instagram.com/smilehostelcr/"",""@smilehostelcr"")",hostel,Cocles,T1,ok,FALSE,,,
"Tasty Waves Cantina - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tastywavescantina,"=HYPERLINK(""https://www.instagram.com/tastywavescantina/"",""@tastywavescantina"")",restaurant,Cocles,T1,ok,FALSE,,,
"Arrecife Hotel y Restaurante - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",arrecifepuntauva,"=HYPERLINK(""https://www.instagram.com/arrecifepuntauva/"",""@arrecifepuntauva"")",restaurant,Punta Uva,T1,ok,FALSE,,,
"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",azulbarandgrill,"=HYPERLINK(""https://www.instagram.com/azulbarandgrill/"",""@azulbarandgrill"")",restaurant,Playa Negra,T1,ok,FALSE,,,
"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",beachbreak_cocles,"=HYPERLINK(""https://www.instagram.com/beachbreak_cocles/"",""@beachbreak_cocles"")",restaurant,Cocles,T1,ok,FALSE,,,
Cacao Huasi,cacaohuasi,"=HYPERLINK(""https://www.instagram.com/cacaohuasi/"",""@cacaohuasi"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Café Gustitos,caf_gustitos,"=HYPERLINK(""https://www.instagram.com/caf_gustitos/"",""@caf_gustitos"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Cafe Rico,cafericocostarica,"=HYPERLINK(""https://www.instagram.com/cafericocostarica/"",""@cafericocostarica"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Cafe Viejo,cafeviejo_cr,"=HYPERLINK(""https://www.instagram.com/cafeviejo_cr/"",""@cafeviejo_cr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
La Casita de Monli,lacasitademonli,"=HYPERLINK(""https://www.instagram.com/lacasitademonli/"",""@lacasitademonli"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Chaman Mercadito,chaman_mercadito,"=HYPERLINK(""https://www.instagram.com/chaman_mercadito/"",""@chaman_mercadito"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",elchantedemoncho,"=HYPERLINK(""https://www.instagram.com/elchantedemoncho/"",""@elchantedemoncho"")",restaurant,Cocles,T1,ok,FALSE,,,
Chile Rojo,chili_cr,"=HYPERLINK(""https://www.instagram.com/chili_cr/"",""@chili_cr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Chill and Cheese Snackbar,chillcostarica,"=HYPERLINK(""https://www.instagram.com/chillcostarica/"",""@chillcostarica"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Como en la Gloria,comoenlagloriapuertoviejo,"=HYPERLINK(""https://www.instagram.com/comoenlagloriapuertoviejo/"",""@comoenlagloriapuertoviejo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
De Gustibus Bakery,bakerydegustibus,"=HYPERLINK(""https://www.instagram.com/bakerydegustibus/"",""@bakerydegustibus"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
La Esquina Boruca Pizzeria,laesquinaboruca,"=HYPERLINK(""https://www.instagram.com/laesquinaboruca/"",""@laesquinaboruca"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",wearegigibeach,"=HYPERLINK(""https://www.instagram.com/wearegigibeach/"",""@wearegigibeach"")",restaurant,Cocles,T1,ok,FALSE,,,
Hot Rocks,hotrocks,"=HYPERLINK(""https://www.instagram.com/hotrocks/"",""@hotrocks"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Il Fiore Rosso - Playa Cocles, Puerto Viejo, Limón, Costa Rica",ilfiorerossocr,"=HYPERLINK(""https://www.instagram.com/ilfiorerossocr/"",""@ilfiorerossocr"")",restaurant,Cocles,T1,ok,FALSE,,,
KOKi Beach,kokibeach,"=HYPERLINK(""https://www.instagram.com/kokibeach/"",""@kokibeach"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",la_leyenda_pizzeria,"=HYPERLINK(""https://www.instagram.com/la_leyenda_pizzeria/"",""@la_leyenda_pizzeria"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Lidia's Place,lidiasplace,"=HYPERLINK(""https://www.instagram.com/lidiasplace/"",""@lidiasplace"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Lizzie 1872 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",1872restaurant_,"=HYPERLINK(""https://www.instagram.com/1872restaurant_/"",""@1872restaurant_"")",restaurant,Cocles,T1,ok,FALSE,,,
Madre Tierra,madretierra,"=HYPERLINK(""https://www.instagram.com/madretierra/"",""@madretierra"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Mixta Comida y Cócteles - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",mixtacr,"=HYPERLINK(""https://www.instagram.com/mixtacr/"",""@mixtacr"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Nanku,nanku.puertoviejo,"=HYPERLINK(""https://www.instagram.com/nanku.puertoviejo/"",""@nanku.puertoviejo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",lanenacr,"=HYPERLINK(""https://www.instagram.com/lanenacr/"",""@lanenacr"")",restaurant,Cocles,T1,ok,FALSE,,,
"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",otravezplayachiquita,"=HYPERLINK(""https://www.instagram.com/otravezplayachiquita/"",""@otravezplayachiquita"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
La Parada Cafeteria,la_parada_cafeteria_cr,"=HYPERLINK(""https://www.instagram.com/la_parada_cafeteria_cr/"",""@la_parada_cafeteria_cr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Paradise Comida Caribeña,paradisepuertoviejo,"=HYPERLINK(""https://www.instagram.com/paradisepuertoviejo/"",""@paradisepuertoviejo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",lapecoraneracr,"=HYPERLINK(""https://www.instagram.com/lapecoraneracr/"",""@lapecoraneracr"")",restaurant,Cocles,T1,ok,FALSE,,,
The Point Smash Burgers,thepoint.pv,"=HYPERLINK(""https://www.instagram.com/thepoint.pv/"",""@thepoint.pv"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Port Vell,portvellcr,"=HYPERLINK(""https://www.instagram.com/portvellcr/"",""@portvellcr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Puerto Pirata,puertopirata.tikibar,"=HYPERLINK(""https://www.instagram.com/puertopirata.tikibar/"",""@puertopirata.tikibar"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",puragularestaurante,"=HYPERLINK(""https://www.instagram.com/puragularestaurante/"",""@puragularestaurante"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",quequilombo.cr,"=HYPERLINK(""https://www.instagram.com/quequilombo.cr/"",""@quequilombo.cr"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",elrefugiogrill,"=HYPERLINK(""https://www.instagram.com/elrefugiogrill/"",""@elrefugiogrill"")",restaurant,Punta Uva,T1,ok,FALSE,,,
"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",reggaechill,"=HYPERLINK(""https://www.instagram.com/reggaechill/"",""@reggaechill"")",restaurant,Cocles,T1,ok,FALSE,,,
Restaurante Bar Tamara,tamararestaurante,"=HYPERLINK(""https://www.instagram.com/tamararestaurante/"",""@tamararestaurante"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Restaurante Riquísimo,riqusimo,"=HYPERLINK(""https://www.instagram.com/riqusimo/"",""@riqusimo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",elrinconporteno_pv,"=HYPERLINK(""https://www.instagram.com/elrinconporteno_pv/"",""@elrinconporteno_pv"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Roly Caribbean Food,roly.caribbean.food,"=HYPERLINK(""https://www.instagram.com/roly.caribbean.food/"",""@roly.caribbean.food"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",la_ruedita_cr,"=HYPERLINK(""https://www.instagram.com/la_ruedita_cr/"",""@la_ruedita_cr"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Samurai Fusion,samurai_wolaba,"=HYPERLINK(""https://www.instagram.com/samurai_wolaba/"",""@samurai_wolaba"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",selvinsrestauranteycabinas,"=HYPERLINK(""https://www.instagram.com/selvinsrestauranteycabinas/"",""@selvinsrestauranteycabinas"")",restaurant,Punta Uva,T1,ok,FALSE,,,
El Sendero Beach Club,senderobeachclub,"=HYPERLINK(""https://www.instagram.com/senderobeachclub/"",""@senderobeachclub"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
SOCA Restaurant,socarestaurant,"=HYPERLINK(""https://www.instagram.com/socarestaurant/"",""@socarestaurant"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",soda_playa_chiquita_cr,"=HYPERLINK(""https://www.instagram.com/soda_playa_chiquita_cr/"",""@soda_playa_chiquita_cr"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Soda Shekiná,soda_shekin_cr,"=HYPERLINK(""https://www.instagram.com/soda_shekin_cr/"",""@soda_shekin_cr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",resta_soldelcaribe,"=HYPERLINK(""https://www.instagram.com/resta_soldelcaribe/"",""@resta_soldelcaribe"")",restaurant,Cocles,T1,ok,FALSE,,,
Soulsurfer,soulsurfer_puertoviejo,"=HYPERLINK(""https://www.instagram.com/soulsurfer_puertoviejo/"",""@soulsurfer_puertoviejo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",spicycoconutpv,"=HYPERLINK(""https://www.instagram.com/spicycoconutpv/"",""@spicycoconutpv"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Stashu's Con Fusion,stashusconfusion,"=HYPERLINK(""https://www.instagram.com/stashusconfusion/"",""@stashusconfusion"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",sushiwavecocles,"=HYPERLINK(""https://www.instagram.com/sushiwavecocles/"",""@sushiwavecocles"")",restaurant,Cocles,T1,ok,FALSE,,,
Todo Es Posible,todoesposible,"=HYPERLINK(""https://www.instagram.com/todoesposible/"",""@todoesposible"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Clan Vibes Club,clanvibes_club,"=HYPERLINK(""https://www.instagram.com/clanvibes_club/"",""@clanvibes_club"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",dalime,"=HYPERLINK(""https://www.instagram.com/dalime/"",""@dalime"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
Johnny's Place,johnnysplacepv,"=HYPERLINK(""https://www.instagram.com/johnnysplacepv/"",""@johnnysplacepv"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
7 Ice Creams,7ice_creams,"=HYPERLINK(""https://www.instagram.com/7ice_creams/"",""@7ice_creams"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",bayabaya.puertoviejo,"=HYPERLINK(""https://www.instagram.com/bayabaya.puertoviejo/"",""@bayabaya.puertoviejo"")",restaurant,Cocles,T1,ok,FALSE,,,
Bloom Cafe & Donas,bloomdonas,"=HYPERLINK(""https://www.instagram.com/bloomdonas/"",""@bloomdonas"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Bread and Chocolate,breadand,"=HYPERLINK(""https://www.instagram.com/breadand/"",""@breadand"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",cafedelmar.pv,"=HYPERLINK(""https://www.instagram.com/cafedelmar.pv/"",""@cafedelmar.pv"")",restaurant,Cocles,T1,ok,FALSE,,,
Calipso,calipso.caribe,"=HYPERLINK(""https://www.instagram.com/calipso.caribe/"",""@calipso.caribe"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",caribeanscr,"=HYPERLINK(""https://www.instagram.com/caribeanscr/"",""@caribeanscr"")",restaurant,Cocles,T1,ok,FALSE,,,
Como En Mi Casa Art Cafe,comoenmicasaartcafe,"=HYPERLINK(""https://www.instagram.com/comoenmicasaartcafe/"",""@comoenmicasaartcafe"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Gelateria Deelite,gelateriadeelite,"=HYPERLINK(""https://www.instagram.com/gelateriadeelite/"",""@gelateriadeelite"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Iriria Specialty Coffee Shop,iriria_cafeteria,"=HYPERLINK(""https://www.instagram.com/iriria_cafeteria/"",""@iriria_cafeteria"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Juice for Life Wolaba,juiceforlifewolaba,"=HYPERLINK(""https://www.instagram.com/juiceforlifewolaba/"",""@juiceforlifewolaba"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Lulu's Place,lulusplace,"=HYPERLINK(""https://www.instagram.com/lulusplace/"",""@lulusplace"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Ocho Nani,ochonani,"=HYPERLINK(""https://www.instagram.com/ochonani/"",""@ochonani"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Pan Pay,panpay,"=HYPERLINK(""https://www.instagram.com/panpay/"",""@panpay"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Pidiendo Cacao,pidiendocacaocr,"=HYPERLINK(""https://www.instagram.com/pidiendocacaocr/"",""@pidiendocacaocr"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Sweet Moments,sweetmoments,"=HYPERLINK(""https://www.instagram.com/sweetmoments/"",""@sweetmoments"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Watuza,cafeteriawatuza,"=HYPERLINK(""https://www.instagram.com/cafeteriawatuza/"",""@cafeteriawatuza"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
El Faro 13,hostelworld,"=HYPERLINK(""https://www.instagram.com/hostelworld/"",""@hostelworld"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Hotel Los Sueños,hls,"=HYPERLINK(""https://www.instagram.com/hls/"",""@hls"")",hostel,Puerto Viejo,T1,ok,FALSE,,,
Restaurante Cariblue,restaurantecariblue,"=HYPERLINK(""https://www.instagram.com/restaurantecariblue/"",""@restaurantecariblue"")",restaurant,Cocles,T1,ok,FALSE,,,
Yerbas Concepto Culinario,culinario,"=HYPERLINK(""https://www.instagram.com/culinario/"",""@culinario"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Abba Home,abbahome_puertoviejo,"=HYPERLINK(""https://www.instagram.com/abbahome_puertoviejo/"",""@abbahome_puertoviejo"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
BERACA,beraca,"=HYPERLINK(""https://www.instagram.com/beraca/"",""@beraca"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
Buddy's Sloth Crossing,crossing,"=HYPERLINK(""https://www.instagram.com/crossing/"",""@crossing"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
CaribeZen,caribezen,"=HYPERLINK(""https://www.instagram.com/caribezen/"",""@caribezen"")",restaurant,Playa Negra,T1,ok,FALSE,,,
Casa Chilamate Day House,casachilamatedayhouse,"=HYPERLINK(""https://www.instagram.com/casachilamatedayhouse/"",""@casachilamatedayhouse"")",restaurant,Playa Negra,T1,ok,FALSE,,,
Iglesia Cristiana Casa De Restauracion,iglesiacristianacasaderestauracion,"=HYPERLINK(""https://www.instagram.com/iglesiacristianacasaderestauracion/"",""@iglesiacristianacasaderestauracion"")",restaurant,Cocles,T1,ok,FALSE,,,
Jungla del Caribeño,jungla,"=HYPERLINK(""https://www.instagram.com/jungla/"",""@jungla"")",restaurant,Playa Negra,T1,ok,FALSE,,,
La loma de burrito,la_loma,"=HYPERLINK(""https://www.instagram.com/la_loma/"",""@la_loma"")",restaurant,Playa Chiquita,T1,ok,FALSE,,,
La Paloma Studio en Coclès con cocina a,palomastudiocr,"=HYPERLINK(""https://www.instagram.com/palomastudiocr/"",""@palomastudiocr"")",restaurant,Playa Negra,T1,ok,FALSE,,,
Lapaluna,lapalunacostarica,"=HYPERLINK(""https://www.instagram.com/lapalunacostarica/"",""@lapalunacostarica"")",restaurant,Puerto Viejo,T1,ok,FALSE,,,
NAO,nao_cr,"=HYPERLINK(""https://www.instagram.com/nao_cr/"",""@nao_cr"")",restaurant,Playa Negra,T1,ok,FALSE,,,
Quinta Guarumo,quinta,"=HYPERLINK(""https://www.instagram.com/quinta/"",""@quinta"")",restaurant,Playa Negra,T1,ok,FALSE,,,
River Box Cocles,riverboxcocles,"=HYPERLINK(""https://www.instagram.com/riverboxcocles/"",""@riverboxcocles"")",restaurant,Playa Negra,T1,ok,FALSE,,,
Siren Sanctuary,siren_sanctuary,"=HYPERLINK(""https://www.instagram.com/siren_sanctuary/"",""@siren_sanctuary"")",restaurant,Cocles,T1,ok,FALSE,,,
Vindas,vindascr,"=HYPERLINK(""https://www.instagram.com/vindascr/"",""@vindascr"")",restaurant,Playa Negra,T1,ok,FALSE,,,
"Aroma Coffee Bar and Breakfast - Cahuita, Limón, Costa Rica",aroma_cahuita,"=HYPERLINK(""https://www.instagram.com/aroma_cahuita/"",""@aroma_cahuita"")",restaurant,Cahuita,T1,ok,FALSE,,,
"Asante Bistro & Café - Cahuita, Limón, Costa Rica",asante_cahuita,"=HYPERLINK(""https://www.instagram.com/asante_cahuita/"",""@asante_cahuita"")",restaurant,Cahuita,T1,ok,FALSE,,,
"Chao's Paradise - Cahuita, Limón, Costa Rica",chaos_paradise2011,"=HYPERLINK(""https://www.instagram.com/chaos_paradise2011/"",""@chaos_paradise2011"")",restaurant,Cahuita,T1,ok,FALSE,,,
"Colores Restaurant and Beach Lounge - Manzanillo, Limón, Costa Rica",coloresrestaurantandbeachloung,"=HYPERLINK(""https://www.instagram.com/coloresrestaurantandbeachloung/"",""@coloresrestaurantandbeachloung"")",restaurant,Manzanillo,T1,ok,FALSE,,,
"Hakuna Matata Hostel - Cahuita, Limón, Costa Rica",hostelhakunamatata,"=HYPERLINK(""https://www.instagram.com/hostelhakunamatata/"",""@hostelhakunamatata"")",hostel,Cahuita,T1,ok,FALSE,,,
"Pizzeria Cahuita - Cahuita, Limón, Costa Rica",pizzeriacahuita,"=HYPERLINK(""https://www.instagram.com/pizzeriacahuita/"",""@pizzeriacahuita"")",restaurant,Cahuita,T1,ok,FALSE,,,
Amimodo Beach Rooms,abr,"=HYPERLINK(""https://www.instagram.com/abr/"",""@abr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Black Bamboo,blackbamboo_bedandbreakfast,"=HYPERLINK(""https://www.instagram.com/blackbamboo_bedandbreakfast/"",""@blackbamboo_bedandbreakfast"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Bungalows Calalú,bungalowscalal,"=HYPERLINK(""https://www.instagram.com/bungalowscalal/"",""@bungalowscalal"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Los Almendros,cabinaslosalmendros,"=HYPERLINK(""https://www.instagram.com/cabinaslosalmendros/"",""@cabinaslosalmendros"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Jacaranda,cabinasjacaranda,"=HYPERLINK(""https://www.instagram.com/cabinasjacaranda/"",""@cabinasjacaranda"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Mitchaelles,cabinas_mitchaelles_cr,"=HYPERLINK(""https://www.instagram.com/cabinas_mitchaelles_cr/"",""@cabinas_mitchaelles_cr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Monte Sol,cms,"=HYPERLINK(""https://www.instagram.com/cms/"",""@cms"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Mor,cabinasmorcr,"=HYPERLINK(""https://www.instagram.com/cabinasmorcr/"",""@cabinasmorcr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Cabinas Talamanca,cabinastalamanca,"=HYPERLINK(""https://www.instagram.com/cabinastalamanca/"",""@cabinastalamanca"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Casa Ana Kimba,cak,"=HYPERLINK(""https://www.instagram.com/cak/"",""@cak"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
La Casa de Rolando,la_casa_de_rolando_cr,"=HYPERLINK(""https://www.instagram.com/la_casa_de_rolando_cr/"",""@la_casa_de_rolando_cr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Casa Dolce Vita,casadolcevita,"=HYPERLINK(""https://www.instagram.com/casadolcevita/"",""@casadolcevita"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Casitas La Playa,clp,"=HYPERLINK(""https://www.instagram.com/clp/"",""@clp"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Conga Boutique Hotel,conga_cr,"=HYPERLINK(""https://www.instagram.com/conga_cr/"",""@conga_cr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Escape Caribeño,escape_caribeo_cr,"=HYPERLINK(""https://www.instagram.com/escape_caribeo_cr/"",""@escape_caribeo_cr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Exotic Lodge,exoticlodge,"=HYPERLINK(""https://www.instagram.com/exoticlodge/"",""@exoticlodge"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Family Hotel,familyhotelpv,"=HYPERLINK(""https://www.instagram.com/familyhotelpv/"",""@familyhotelpv"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Hostal Cecilia,hostalcecilia,"=HYPERLINK(""https://www.instagram.com/hostalcecilia/"",""@hostalcecilia"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Hotel Casa Vito,hotelcasavito,"=HYPERLINK(""https://www.instagram.com/hotelcasavito/"",""@hotelcasavito"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Hotel Pura Vida,hotelpuravida,"=HYPERLINK(""https://www.instagram.com/hotelpuravida/"",""@hotelpuravida"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Hotel Tropical,hoteltropical,"=HYPERLINK(""https://www.instagram.com/hoteltropical/"",""@hoteltropical"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Indalo Hotel Boutique,indalohotelboutique,"=HYPERLINK(""https://www.instagram.com/indalohotelboutique/"",""@indalohotelboutique"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Lizard King Hotel,lizard_king_hotel_cr,"=HYPERLINK(""https://www.instagram.com/lizard_king_hotel_cr/"",""@lizard_king_hotel_cr"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Namu Garden Hotel and Spa,namugardenhotelspa,"=HYPERLINK(""https://www.instagram.com/namugardenhotelspa/"",""@namugardenhotelspa"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Olinca Boutique Hotel,olincaboutiquehotel,"=HYPERLINK(""https://www.instagram.com/olincaboutiquehotel/"",""@olincaboutiquehotel"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
Sueño Grande Bed and Breakfast,suenograndepv,"=HYPERLINK(""https://www.instagram.com/suenograndepv/"",""@suenograndepv"")",hotel,Puerto Viejo,T2,ok,FALSE,,,
