Business Name,Instagram Handle,Instagram URL,Category,Area,Signal Tier,Status,Verified?,Date of Last Post,Activity Frequency,Notes
"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",casamariposa,"=HYPERLINK(""https://www.instagram.com/casamariposa/"",""@casamariposa"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",casamod,"=HYPERLINK(""https://www.instagram.com/casamod/"",""@casamod"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"La Casita de Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",la_cr,"=HYPERLINK(""https://www.instagram.com/la_cr/"",""@la_cr"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",danoscostarica,"=HYPERLINK(""https://www.instagram.com/danoscostarica/"",""@danoscostarica"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",davidvalleyhouses,"=HYPERLINK(""https://www.instagram.com/davidvalleyhouses/"",""@davidvalleyhouses"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"La Finca Chica - Playa Cocles, Puerto Viejo, Limón, Costa Rica",fincachica,"=HYPERLINK(""https://www.instagram.com/fincachica/"",""@fincachica"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Flor del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",flordelcaribe,"=HYPERLINK(""https://www.instagram.com/flordelcaribe/"",""@flordelcaribe"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Habitat Vacation Rentals - Playa Cocles, Puerto Viejo, Limón, Costa Rica",habitatpuertoviejo,"=HYPERLINK(""https://www.instagram.com/habitatpuertoviejo/"",""@habitatpuertoviejo"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Ocean's Breeze Apartment and Rooms - Playa Cocles, Puerto Viejo, Limón, Costa Rica",oceansbreeze,"=HYPERLINK(""https://www.instagram.com/oceansbreeze/"",""@oceansbreeze"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Las Palomas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",laspalomas,"=HYPERLINK(""https://www.instagram.com/laspalomas/"",""@laspalomas"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"La Perla del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",laperladelcaribe,"=HYPERLINK(""https://www.instagram.com/laperladelcaribe/"",""@laperladelcaribe"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",terrazasdelcaribehotel,"=HYPERLINK(""https://www.instagram.com/terrazasdelcaribehotel/"",""@terrazasdelcaribehotel"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Treevana - Playa Cocles, Puerto Viejo, Limón, Costa Rica",treevana_cr,"=HYPERLINK(""https://www.instagram.com/treevana_cr/"",""@treevana_cr"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"El Tucán Feliz - Playa Cocles, Puerto Viejo, Limón, Costa Rica",eltucanfeliz,"=HYPERLINK(""https://www.instagram.com/eltucanfeliz/"",""@eltucanfeliz"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",villaelita,"=HYPERLINK(""https://www.instagram.com/villaelita/"",""@villaelita"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",lomasdelcaribevillas,"=HYPERLINK(""https://www.instagram.com/lomasdelcaribevillas/"",""@lomasdelcaribevillas"")",vacation_rental,Cocles,T3,ok,FALSE,,,
"Caribbean Courtyard Villa - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",caribbeancourtyard,"=HYPERLINK(""https://www.instagram.com/caribbeancourtyard/"",""@caribbeancourtyard"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",casaambar,"=HYPERLINK(""https://www.instagram.com/casaambar/"",""@casaambar"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",casa_moabi,"=HYPERLINK(""https://www.instagram.com/casa_moabi/"",""@casa_moabi"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",casa_osos_caribeos,"=HYPERLINK(""https://www.instagram.com/casa_osos_caribeos/"",""@casa_osos_caribeos"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",casasdelcaribe,"=HYPERLINK(""https://www.instagram.com/casasdelcaribe/"",""@casasdelcaribe"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",laselvaticacostarica,"=HYPERLINK(""https://www.instagram.com/laselvaticacostarica/"",""@laselvaticacostarica"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",chiquitaescondida,"=HYPERLINK(""https://www.instagram.com/chiquitaescondida/"",""@chiquitaescondida"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",lunacaribea,"=HYPERLINK(""https://www.instagram.com/lunacaribea/"",""@lunacaribea"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Pura Bali Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",purabalivillas,"=HYPERLINK(""https://www.instagram.com/purabalivillas/"",""@purabalivillas"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",treslodge,"=HYPERLINK(""https://www.instagram.com/treslodge/"",""@treslodge"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",uvabluevillas,"=HYPERLINK(""https://www.instagram.com/uvabluevillas/"",""@uvabluevillas"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",villacab,"=HYPERLINK(""https://www.instagram.com/villacab/"",""@villacab"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vcayaba,"=HYPERLINK(""https://www.instagram.com/vcayaba/"",""@vcayaba"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",villadelmar,"=HYPERLINK(""https://www.instagram.com/villadelmar/"",""@villadelmar"")",vacation_rental,Playa Chiquita,T3,ok,FALSE,,,
"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",bigtree.costarica,"=HYPERLINK(""https://www.instagram.com/bigtree.costarica/"",""@bigtree.costarica"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",bungalows_puntauva,"=HYPERLINK(""https://www.instagram.com/bungalows_puntauva/"",""@bungalows_puntauva"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",casacielo,"=HYPERLINK(""https://www.instagram.com/casacielo/"",""@casacielo"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",casadelamusa,"=HYPERLINK(""https://www.instagram.com/casadelamusa/"",""@casadelamusa"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",casa_de,"=HYPERLINK(""https://www.instagram.com/casa_de/"",""@casa_de"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",casamatix,"=HYPERLINK(""https://www.instagram.com/casamatix/"",""@casamatix"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",casavivalodge,"=HYPERLINK(""https://www.instagram.com/casavivalodge/"",""@casavivalodge"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",gingerandcacao,"=HYPERLINK(""https://www.instagram.com/gingerandcacao/"",""@gingerandcacao"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",olguitasplace,"=HYPERLINK(""https://www.instagram.com/olguitasplace/"",""@olguitasplace"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",our_beachfront,"=HYPERLINK(""https://www.instagram.com/our_beachfront/"",""@our_beachfront"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",losproyectos,"=HYPERLINK(""https://www.instagram.com/losproyectos/"",""@losproyectos"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",soleil_paquerette,"=HYPERLINK(""https://www.instagram.com/soleil_paquerette/"",""@soleil_paquerette"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",villasitaitacr,"=HYPERLINK(""https://www.instagram.com/villasitaitacr/"",""@villasitaitacr"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",wabisabi,"=HYPERLINK(""https://www.instagram.com/wabisabi/"",""@wabisabi"")",vacation_rental,Punta Uva,T3,ok,FALSE,,,
"Finca Don Litos - Hone Creek, Limón, Costa Rica",finca_don_litos,"=HYPERLINK(""https://www.instagram.com/finca_don_litos/"",""@finca_don_litos"")",vacation_rental,Hone Creek,T3,ok,FALSE,,,
"Villas Diwo - Hone Creek, Limón, Costa Rica",villasdiwo,"=HYPERLINK(""https://www.instagram.com/villasdiwo/"",""@villasdiwo"")",vacation_rental,Hone Creek,T3,ok,FALSE,,,
Aloe Boutique,aloeboutique,"=HYPERLINK(""https://www.instagram.com/aloeboutique/"",""@aloeboutique"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Cantik at Home,cantikathome,"=HYPERLINK(""https://www.instagram.com/cantikathome/"",""@cantikathome"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",casamandala.costarica,"=HYPERLINK(""https://www.instagram.com/casamandala.costarica/"",""@casamandala.costarica"")",shopping,Playa Chiquita,T3,ok,FALSE,,,
DiTown Shop,ditownshop,"=HYPERLINK(""https://www.instagram.com/ditownshop/"",""@ditownshop"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Luna May,lunamay.cr,"=HYPERLINK(""https://www.instagram.com/lunamay.cr/"",""@lunamay.cr"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Naturama Store,naturamastore,"=HYPERLINK(""https://www.instagram.com/naturamastore/"",""@naturamastore"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Samoa Boutique,samoa_boutique,"=HYPERLINK(""https://www.instagram.com/samoa_boutique/"",""@samoa_boutique"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Tienda Caribe,caribe_tienda,"=HYPERLINK(""https://www.instagram.com/caribe_tienda/"",""@caribe_tienda"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"Almacen San Francisco - Playa Negra, Puerto Viejo, Limón, Costa Rica",almacensanfrancisco,"=HYPERLINK(""https://www.instagram.com/almacensanfrancisco/"",""@almacensanfrancisco"")",shopping,Playa Negra,T3,ok,FALSE,,,
"FerreCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",ferrecocles,"=HYPERLINK(""https://www.instagram.com/ferrecocles/"",""@ferrecocles"")",shopping,Cocles,T3,ok,FALSE,,,
"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",cerveceratyl,"=HYPERLINK(""https://www.instagram.com/cerveceratyl/"",""@cerveceratyl"")",shopping,Hone Creek,T3,ok,FALSE,,,
Red Monkey Liquor Store,red_cr,"=HYPERLINK(""https://www.instagram.com/red_cr/"",""@red_cr"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Electro Office,electrooffice,"=HYPERLINK(""https://www.instagram.com/electrooffice/"",""@electrooffice"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"Flor de China - Playa Negra, Puerto Viejo, Limón, Costa Rica",flordechina,"=HYPERLINK(""https://www.instagram.com/flordechina/"",""@flordechina"")",shopping,Playa Negra,T3,ok,FALSE,,,
"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",farmaciasdonmanuel,"=HYPERLINK(""https://www.instagram.com/farmaciasdonmanuel/"",""@farmaciasdonmanuel"")",shopping,Cocles,T3,ok,FALSE,,,
La Pitaya,lapitayapuertoviejo,"=HYPERLINK(""https://www.instagram.com/lapitayapuertoviejo/"",""@lapitayapuertoviejo"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Tienda del Mar,tiendadelmarcr,"=HYPERLINK(""https://www.instagram.com/tiendadelmarcr/"",""@tiendadelmarcr"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Wanderlust,wanderlustpuertoviejo,"=HYPERLINK(""https://www.instagram.com/wanderlustpuertoviejo/"",""@wanderlustpuertoviejo"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Puerto Viejo Farmers and Artisans Market,pvfarmersmarket,"=HYPERLINK(""https://www.instagram.com/pvfarmersmarket/"",""@pvfarmersmarket"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Centro de Carnes Canada,centrodecarnescanada,"=HYPERLINK(""https://www.instagram.com/centrodecarnescanada/"",""@centrodecarnescanada"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
El Diamante,eldiamante,"=HYPERLINK(""https://www.instagram.com/eldiamante/"",""@eldiamante"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",elduendegourmet,"=HYPERLINK(""https://www.instagram.com/elduendegourmet/"",""@elduendegourmet"")",shopping,Playa Chiquita,T3,ok,FALSE,,,
Mariscos Mopri,mariscoscostarica,"=HYPERLINK(""https://www.instagram.com/mariscoscostarica/"",""@mariscoscostarica"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Mercadito Puerto Viejo,mercadito1_pv,"=HYPERLINK(""https://www.instagram.com/mercadito1_pv/"",""@mercadito1_pv"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",superbananagourmetmarket,"=HYPERLINK(""https://www.instagram.com/superbananagourmetmarket/"",""@superbananagourmetmarket"")",shopping,Playa Negra,T3,ok,FALSE,,,
Value Mart Puerto Viejo,valuemartcr,"=HYPERLINK(""https://www.instagram.com/valuemartcr/"",""@valuemartcr"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Automotriz Danny,automotrizdanny,"=HYPERLINK(""https://www.instagram.com/automotrizdanny/"",""@automotrizdanny"")",services,Puerto Viejo,T3,ok,FALSE,,,
Casa de la Cultura,casadelaculturapv,"=HYPERLINK(""https://www.instagram.com/casadelaculturapv/"",""@casadelaculturapv"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",catccas,"=HYPERLINK(""https://www.instagram.com/catccas/"",""@catccas"")",services,Playa Negra,T3,ok,FALSE,,,
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",elpuentethebridge,"=HYPERLINK(""https://www.instagram.com/elpuentethebridge/"",""@elpuentethebridge"")",services,Playa Negra,T3,ok,FALSE,,,
Caribe Dental,caribedental,"=HYPERLINK(""https://www.instagram.com/caribedental/"",""@caribedental"")",services,Puerto Viejo,T3,ok,FALSE,,,
Centro Médico Aruma,centromedicoaruma,"=HYPERLINK(""https://www.instagram.com/centromedicoaruma/"",""@centromedicoaruma"")",services,Puerto Viejo,T3,ok,FALSE,,,
Clínica de Especialidades Médicas San Gabriel,clnica_de_especialidades_mdicas_san_gabriel_cr,"=HYPERLINK(""https://www.instagram.com/clnica_de_especialidades_mdicas_san_gabriel_cr/"",""@clnica_de_especialidades_mdicas_san_gabriel_cr"")",services,Puerto Viejo,T3,ok,FALSE,,,
Clínica Dental Yani,cdy,"=HYPERLINK(""https://www.instagram.com/cdy/"",""@cdy"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",honecreekcliniccr,"=HYPERLINK(""https://www.instagram.com/honecreekcliniccr/"",""@honecreekcliniccr"")",services,Hone Creek,T3,ok,FALSE,,,
Laboratorio Bioclinic,laboratoriobioclinic,"=HYPERLINK(""https://www.instagram.com/laboratoriobioclinic/"",""@laboratoriobioclinic"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",laboratorioclnicoleysa,"=HYPERLINK(""https://www.instagram.com/laboratorioclnicoleysa/"",""@laboratorioclnicoleysa"")",services,Playa Negra,T3,ok,FALSE,,,
Lavandería La Estrella,lavandera_la_estrella,"=HYPERLINK(""https://www.instagram.com/lavandera_la_estrella/"",""@lavandera_la_estrella"")",services,Puerto Viejo,T3,ok,FALSE,,,
Washboard,washboard.cr,"=HYPERLINK(""https://www.instagram.com/washboard.cr/"",""@washboard.cr"")",services,Puerto Viejo,T3,ok,FALSE,,,
"We Do Laundry - Hone Creek, Limón, Costa Rica",laundry,"=HYPERLINK(""https://www.instagram.com/laundry/"",""@laundry"")",services,Hone Creek,T3,ok,FALSE,,,
Ambar Tattoo Space,ambar.tattoospace,"=HYPERLINK(""https://www.instagram.com/ambar.tattoospace/"",""@ambar.tattoospace"")",services,Puerto Viejo,T3,ok,FALSE,,,
Caribe Love Tattoo,caribelovetattoo,"=HYPERLINK(""https://www.instagram.com/caribelovetattoo/"",""@caribelovetattoo"")",services,Puerto Viejo,T3,ok,FALSE,,,
Cosmos Puerto Viejo Tattoo,cosmos.puertoviejotattoo,"=HYPERLINK(""https://www.instagram.com/cosmos.puertoviejotattoo/"",""@cosmos.puertoviejotattoo"")",services,Puerto Viejo,T3,ok,FALSE,,,
Earth to Skin,earthtoskin,"=HYPERLINK(""https://www.instagram.com/earthtoskin/"",""@earthtoskin"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",_indulgencespa,"=HYPERLINK(""https://www.instagram.com/_indulgencespa/"",""@_indulgencespa"")",services,Cocles,T3,ok,FALSE,,,
"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",konashala,"=HYPERLINK(""https://www.instagram.com/konashala/"",""@konashala"")",services,Cocles,T3,ok,FALSE,,,
Old Harbour Gym,ohg,"=HYPERLINK(""https://www.instagram.com/ohg/"",""@ohg"")",services,Puerto Viejo,T3,ok,FALSE,,,
Pure Jungle Spa,purejunglespa,"=HYPERLINK(""https://www.instagram.com/purejunglespa/"",""@purejunglespa"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",surya,"=HYPERLINK(""https://www.instagram.com/surya/"",""@surya"")",services,Cocles,T3,ok,FALSE,,,
Svastha Yoga & Ayurveda Café,svasthacr,"=HYPERLINK(""https://www.instagram.com/svasthacr/"",""@svasthacr"")",services,Puerto Viejo,T3,ok,FALSE,,,
La Tinta Tropical,latintatropical,"=HYPERLINK(""https://www.instagram.com/latintatropical/"",""@latintatropical"")",services,Puerto Viejo,T3,ok,FALSE,,,
Puerto Viejo Dogs,puertoviejodogs,"=HYPERLINK(""https://www.instagram.com/puertoviejodogs/"",""@puertoviejodogs"")",services,Puerto Viejo,T3,ok,FALSE,,,
Central de Mascotas,central_de_mascotas,"=HYPERLINK(""https://www.instagram.com/central_de_mascotas/"",""@central_de_mascotas"")",services,Puerto Viejo,T3,ok,FALSE,,,
Clínica Veterinaria Arroyo y Solano,clnica,"=HYPERLINK(""https://www.instagram.com/clnica/"",""@clnica"")",services,Puerto Viejo,T3,ok,FALSE,,,
Ciclo Tuanis,ciclo_tuanis_cr,"=HYPERLINK(""https://www.instagram.com/ciclo_tuanis_cr/"",""@ciclo_tuanis_cr"")",services,Puerto Viejo,T3,ok,FALSE,,,
Puerto Viejo Bike Rentals,puertoviejobikerentals,"=HYPERLINK(""https://www.instagram.com/puertoviejobikerentals/"",""@puertoviejobikerentals"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",puraride_rent,"=HYPERLINK(""https://www.instagram.com/puraride_rent/"",""@puraride_rent"")",services,Cocles,T3,ok,FALSE,,,
PC Caribe Soluciones Informáticas,pccaribesolucionesinformticas,"=HYPERLINK(""https://www.instagram.com/pccaribesolucionesinformticas/"",""@pccaribesolucionesinformticas"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",proyecto_educativo_semillas_de_paz_cr,"=HYPERLINK(""https://www.instagram.com/proyecto_educativo_semillas_de_paz_cr/"",""@proyecto_educativo_semillas_de_paz_cr"")",services,Playa Chiquita,T3,ok,FALSE,,,
Spanish by the Sea,spanishbythesea,"=HYPERLINK(""https://www.instagram.com/spanishbythesea/"",""@spanishbythesea"")",services,Puerto Viejo,T3,ok,FALSE,,,
Spanish School Pura Vida,spanish_school,"=HYPERLINK(""https://www.instagram.com/spanish_school/"",""@spanish_school"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",veronicas_place,"=HYPERLINK(""https://www.instagram.com/veronicas_place/"",""@veronicas_place"")",services,Cocles,T3,ok,FALSE,,,
"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",CorreosCR,"=HYPERLINK(""https://www.instagram.com/CorreosCR/"",""@CorreosCR"")",services,Playa Negra,T3,ok,FALSE,,,
Elena De Luca Studio,elenadelucastudio,"=HYPERLINK(""https://www.instagram.com/elenadelucastudio/"",""@elenadelucastudio"")",services,Puerto Viejo,T3,ok,FALSE,,,
Sea Breeze Events,seabreezeevents,"=HYPERLINK(""https://www.instagram.com/seabreezeevents/"",""@seabreezeevents"")",services,Puerto Viejo,T3,ok,FALSE,,,
"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",ticosurfcaribe,"=HYPERLINK(""https://www.instagram.com/ticosurfcaribe/"",""@ticosurfcaribe"")",services,Cocles,T3,ok,FALSE,,,
"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",cacaotrailsbole,"=HYPERLINK(""https://www.instagram.com/cacaotrailsbole/"",""@cacaotrailsbole"")",tour_company,Hone Creek,T3,ok,FALSE,,,
"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",caribe_cr,"=HYPERLINK(""https://www.instagram.com/caribe_cr/"",""@caribe_cr"")",tour_company,Cocles,T3,ok,FALSE,,,
Exploradores Outdoors,outdoors,"=HYPERLINK(""https://www.instagram.com/outdoors/"",""@outdoors"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",finca_la_isla_botanical_garden_cr,"=HYPERLINK(""https://www.instagram.com/finca_la_isla_botanical_garden_cr/"",""@finca_la_isla_botanical_garden_cr"")",tour_company,Playa Negra,T3,ok,FALSE,,,
"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",fincatierra,"=HYPERLINK(""https://www.instagram.com/fincatierra/"",""@fincatierra"")",tour_company,Cocles,T3,ok,FALSE,,,
"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",greenwater,"=HYPERLINK(""https://www.instagram.com/greenwater/"",""@greenwater"")",tour_company,Punta Uva,T3,ok,FALSE,,,
Hidden Garden Ethnobotanical Sanctuary,hiddengardenethnobotanicalsanctuary,"=HYPERLINK(""https://www.instagram.com/hiddengardenethnobotanicalsanctuary/"",""@hiddengardenethnobotanicalsanctuary"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",jaguarrescuecentercr,"=HYPERLINK(""https://www.instagram.com/jaguarrescuecentercr/"",""@jaguarrescuecentercr"")",tour_company,Playa Chiquita,T3,ok,FALSE,,,
"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",puntacostarica,"=HYPERLINK(""https://www.instagram.com/puntacostarica/"",""@puntacostarica"")",tour_company,Punta Uva,T3,ok,FALSE,,,
"Ride the Rainforest - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",ridetherainforestcostarica,"=HYPERLINK(""https://www.instagram.com/ridetherainforestcostarica/"",""@ridetherainforestcostarica"")",tour_company,Playa Chiquita,T3,ok,FALSE,,,
Adobe EasyCar Rent a Car,adobeeasycar,"=HYPERLINK(""https://www.instagram.com/adobeeasycar/"",""@adobeeasycar"")",transport,Puerto Viejo,T3,ok,FALSE,,,
Alamo Enterprise Car Rental,aecr,"=HYPERLINK(""https://www.instagram.com/aecr/"",""@aecr"")",transport,Puerto Viejo,T3,ok,FALSE,,,
Caribe Shuttle,caribeshuttle,"=HYPERLINK(""https://www.instagram.com/caribeshuttle/"",""@caribeshuttle"")",transport,Puerto Viejo,T3,ok,FALSE,,,
Puerto Viejo Golf Carts,puertoviejogolf,"=HYPERLINK(""https://www.instagram.com/puertoviejogolf/"",""@puertoviejogolf"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
ATEC,atec_ong,"=HYPERLINK(""https://www.instagram.com/atec_ong/"",""@atec_ong"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
Best Travel Puerto Viejo,besttravelpuertoviejo,"=HYPERLINK(""https://www.instagram.com/besttravelpuertoviejo/"",""@besttravelpuertoviejo"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",caribefuntours,"=HYPERLINK(""https://www.instagram.com/caribefuntours/"",""@caribefuntours"")",tour_company,Playa Negra,T3,ok,FALSE,,,
Gecko Trail Costa Rica,geckotrailcostarica,"=HYPERLINK(""https://www.instagram.com/geckotrailcostarica/"",""@geckotrailcostarica"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
Coldwell Banker Caribe,coldwellbankercaribe,"=HYPERLINK(""https://www.instagram.com/coldwellbankercaribe/"",""@coldwellbankercaribe"")",real_estate,Puerto Viejo,T3,ok,FALSE,,,
