business_name,category,area,google_maps_cid,group_nightlife,group_eat,group_stay,group_things-to-do,group_shopping,group_services,group_wellness,group_transport,current_groups,potential_groups
"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9838950680602433731,,context,current,,context,,,,stay,stay
"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,2579895199015686682,,context,current,,,,,,stay,stay
"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,15567706438348473704,,context,current,,,,,,stay,stay
"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,10974417683706909929,,context,current,,,,,,stay,stay
"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,5233367816302543964,,,current,suggested,,,,,stay,stay|things-to-do
"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,15942771352384167456,,context,current,,,context,,,stay,stay
"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,6374413444850813378,,context,current,,,,,,stay,stay
"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,17194360818099045148,,context,current,,,,,,stay,stay
"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,2127018088757720546,,context,current,,,,,,stay,stay
"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,2878562505584101773,,context,current,,,,,,stay,stay
"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16462037703900023129,,context,current,context,,,,,stay,stay
"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16775548705300829933,,context,current,context,,,suggested,,stay,stay|wellness
"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,1074114199983889358,,context,current,,,,,,stay,stay
"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,8905623640105890404,,context,current,,,,,,stay,stay
"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,10207460585524901017,,context,current,,,,,,stay,stay
"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,17163510404658526674,,context,current,context,,,,,stay,stay
"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,14170683448288584492,,,current,,,,,,stay,stay
"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,176499380080555804,,,current,context,,,,,stay,stay
"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,6415805193363578026,,context,current,,,,,,stay,stay
"Finca Don Litos - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,15727569979150542837,,context,current,,,,,,stay,stay
"Villas Diwo - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,5114266921704520486,,context,current,,,,,,stay,stay
Gigi O Restaurant,restaurant,Puerto Viejo,4732141069441829785,context,current,,,context,,,,eat,eat
"Tasty Waves Cantina - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,10844386752467925201,suggested,current,context,,,,,,eat,eat|nightlife
Amimodo Restaurant,restaurant,Puerto Viejo,14941158757917200222,,current,context,context,,,,,eat,eat
"Arrecife Hotel y Restaurante - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,3477422119483013906,context,current,current,,,,,,eat|stay,eat|stay
"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,2898935241958549311,current,current,context,,,context,,,eat|nightlife,eat|nightlife
"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,10536491158093405826,context,current,,,,,,,eat,eat
Cacao Huasi,restaurant,Puerto Viejo,1242408439996904931,context,current,,context,,context,,,eat,eat
Café Gustitos,restaurant,Puerto Viejo,3787124603348818142,,current,,,,,,,eat,eat
Cafe Rico,restaurant,Puerto Viejo,5741623948918730601,,current,,,,context,,,eat,eat
Cafe Viejo,restaurant,Puerto Viejo,16024433122991526617,,current,,,,,,,eat,eat
"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,4666775397025577928,current,current,,,,,,,eat|nightlife,eat|nightlife
La Casita de Monli,restaurant,Puerto Viejo,17125108004029582358,,current,suggested,,,,,,eat,eat|stay
Chaman Mercadito,restaurant,Puerto Viejo,2968574655178095232,context,current,,,,,,,eat,eat
"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,14914017430472405216,,current,,,,,,,eat,eat
Chile Rojo,restaurant,Puerto Viejo,2449275981368445735,context,current,,,context,,,,eat,eat
Chill and Cheese Snackbar,restaurant,Puerto Viejo,15977758811209084867,,current,,,,,,,eat,eat
Cocomar Comida Caribeña,restaurant,Puerto Viejo,14967171326255452504,,current,,,,,,,eat,eat
Como en la Gloria,restaurant,Puerto Viejo,1992524522108535061,,current,,,,,,,eat,eat
De Gustibus Bakery,restaurant,Puerto Viejo,9034432070677152199,,current,,,suggested,,,,eat,eat|shopping
La Esquina Boruca Pizzeria,restaurant,Puerto Viejo,6285696364079021471,,current,,,,,,,eat,eat
"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,6039954764509566896,context,current,,,,context,,,eat,eat
Grow Beachfront Restaurant,restaurant,Puerto Viejo,11456769578958313273,context,current,,,,,,,eat,eat
"GypSea Café - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,3898303194050413799,,current,,,,,,,eat,eat
Hot Rocks,restaurant,Puerto Viejo,17658715504289400300,current,current,,,,,,,eat|nightlife,eat|nightlife
"Il Fiore Rosso - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,16900161777165927286,,current,,,,,,,eat,eat
Island City Wingz N Tingz,restaurant,Puerto Viejo,4325961701237139165,,current,,,,,,,eat,eat
Joe Snack Point,restaurant,Puerto Viejo,13515529363295537137,,current,,,,,,,eat,eat
KOKi Beach,restaurant,Puerto Viejo,94575443808973745,context,current,,,,,,,eat,eat
"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9490671975575104119,,current,,,,,,,eat,eat
Lidia's Place,restaurant,Puerto Viejo,17217796188356524660,,current,,,,,,,eat,eat
"Lizzie 1872 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9175324429067544765,,current,,,,,,,eat,eat
Madre Tierra,restaurant,Puerto Viejo,18001671055676159782,context,current,,,,,,,eat,eat
McCloud's Munchies,restaurant,Puerto Viejo,15751918209348819421,,current,,,,,,,eat,eat
"Mixta Comida y Cócteles - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,14864163845916515215,context,current,,,,,,,eat,eat
Nanku,restaurant,Puerto Viejo,8398495366730310888,context,current,,,,,,,eat,eat
"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9689238987282057380,,current,,,,,,,eat,eat
"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,14004683085019934949,,current,,,,,,,eat,eat
"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,1774712170744498946,,current,,,context,,,,eat,eat
La Parada Cafeteria,restaurant,Puerto Viejo,17702928579971376532,,current,,,context,,,context,eat,eat
Paradise Comida Caribeña,restaurant,Puerto Viejo,14475003202983918509,,current,,,,,,,eat,eat
"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,16671506007035121722,current,current,,,,,,,eat|nightlife,eat|nightlife
"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,16086292581675314185,,current,context,,,,,,eat,eat
The Point Smash Burgers,restaurant,Puerto Viejo,4697431774628734956,,current,,,,,,,eat,eat
Port Vell,restaurant,Puerto Viejo,2996335063703875502,,current,,,,,,,eat,eat
Puerto Pirata,restaurant,Puerto Viejo,15140435167806983758,context,current,,,,,,,eat,eat
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,4550404849389797392,,current,,,,context,,,eat,eat
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,16434729007440247088,,current,,,,,,,eat,eat
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,17060511891850618747,suggested,current,,,,,,,eat,eat|nightlife
"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,15379756172704945472,context,current,,,,,,,eat,eat
Restaurante Bar Tamara,restaurant,Puerto Viejo,4015454567044906676,current,current,,,,,,,eat|nightlife,eat|nightlife
Restaurante Nema,restaurant,Puerto Viejo,7919869702409355075,current,current,,,,,,,eat|nightlife,eat|nightlife
Restaurante Riquísimo,restaurant,Puerto Viejo,9970954456776975626,,current,,,,,,,eat,eat
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,12004515342485209052,context,current,,,,,,,eat,eat
Roly Caribbean Food,restaurant,Puerto Viejo,16999591583866751916,,current,,,,,,context,eat,eat
"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,1919422794756532278,,current,,,,,,,eat,eat
El Sabor Tico,restaurant,Puerto Viejo,7269480960058336334,,current,,,,,,,eat,eat
Samurai Fusion,restaurant,Puerto Viejo,8353793036632461139,,current,,,,,,,eat,eat
"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,16977709915965621211,,current,current,,,,,,eat|stay,eat|stay
El Sendero Beach Club,restaurant,Puerto Viejo,11811768080109070447,suggested,current,,,,,,,eat,eat|nightlife
SOCA Restaurant,restaurant,Puerto Viejo,12232799133081119632,context,current,,,,,,,eat,eat
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,10526256393366740216,,current,,,,,,,eat,eat
Soda Shekiná,restaurant,Puerto Viejo,11963087103971381770,,current,,,,,,,eat,eat
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,1216870082731283437,,current,,,,,,,eat,eat
Soulsurfer,restaurant,Puerto Viejo,5800050942790570331,,current,,,,,,,eat,eat
"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9500835097815952703,,current,context,,context,,,,eat,eat
Stashu's Con Fusion,restaurant,Puerto Viejo,12889418516397438139,context,current,,,,,,,eat,eat
"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,18334594677246073631,context,current,context,,,,,,eat,eat
Todo Es Posible,restaurant,Puerto Viejo,10857452245923386259,,current,context,,,,,,eat,eat
"Zaika Bar & Grill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,4581732904956358033,current,current,,,,,,,eat|nightlife,eat|nightlife
Clan Vibes Club,nightlife,Puerto Viejo,7459202686588347907,current,current,,,,,,,eat|nightlife,eat|nightlife
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,5875257995302760665,suggested,current,context,,,,,,eat,eat|nightlife
Green Jaguar Irish Gastro Pub,restaurant,Puerto Viejo,14220452903198803816,current,current,,,,,,,eat|nightlife,eat|nightlife
Johnny's Place,restaurant,Puerto Viejo,3484755376915308939,context,current,,,,,,,eat,eat
Salsa Brava Beach Bar,restaurant,Puerto Viejo,15009365918254941244,current,current,,context,,context,,,eat|nightlife,eat|nightlife
7 Ice Creams,restaurant,Puerto Viejo,13904096282139076225,,current,,,context,,,,eat,eat
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,16439982460016547770,,current,,,,,,,eat,eat
Bloom Cafe & Donas,restaurant,Puerto Viejo,3622931891880684663,context,current,,,context,,,,eat,eat
BOA Coworking,restaurant,Puerto Viejo,9729510481461644038,context,current,,,,,,,eat,eat
Bread and Chocolate,restaurant,Puerto Viejo,3667327054410327456,,current,,,,,,,eat,eat
Bread What What,restaurant,Puerto Viejo,15524106146082438383,,current,,,,,,,eat,eat
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,11273521356461778959,,current,,,context,,,,eat,eat
Calipso,restaurant,Puerto Viejo,8483815143288546232,,current,,,context,,,,eat,eat
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,8711730419987475064,,current,context,context,,,context,,eat,eat
Como En Mi Casa Art Cafe,restaurant,Puerto Viejo,7237910231811189422,,current,,,,,,,eat,eat
Gelateria Deelite,restaurant,Puerto Viejo,11995643747907112875,,current,,,context,,,,eat,eat
Iriria Specialty Coffee Shop,restaurant,Puerto Viejo,17441244772065149373,,current,,,suggested,,,,eat,eat|shopping
Juice for Life Wolaba,restaurant,Puerto Viejo,543073464450059371,,current,,,,,,,eat,eat
Lulu's Place,restaurant,Puerto Viejo,3766450624092844612,,current,context,,context,,,,eat,eat
Ocho Nani,restaurant,Puerto Viejo,16388259169975674586,,current,,,context,,,,eat,eat
Pan Pay,restaurant,Puerto Viejo,1569445318757953644,,current,,,context,,,,eat,eat
Pidiendo Cacao,restaurant,Puerto Viejo,4039924463453362188,,current,,,,,,,eat,eat
Sweet Moments,restaurant,Puerto Viejo,561223372813398582,context,current,,,context,,,,eat,eat
Aloe Boutique,shopping,Puerto Viejo,6004428022633356945,,,,,current,,,,shopping,shopping
Bambu Store,shopping,Puerto Viejo,3007132759593543579,,,,,current,,,,shopping,shopping
Cantik at Home,shopping,Puerto Viejo,14335650359629993448,,,,,current,,,,shopping,shopping
"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,8021121814343586580,,context,,,current,,,,shopping,shopping
DiTown Shop,shopping,Puerto Viejo,10112276568951936836,context,context,,context,current,,,,shopping,shopping
Luna May,shopping,Puerto Viejo,12439179219911805867,,,,,current,,,,shopping,shopping
Marea Santa,shopping,Puerto Viejo,4573919399282068853,,,,,current,,,,shopping,shopping
Naturama Store,shopping,Puerto Viejo,1867018045151554137,,,,,current,,,,shopping,shopping
Passion Fruit Store,shopping,Puerto Viejo,3589518174440329979,,,,,current,,,,shopping,shopping
Reggaeland,shopping,Puerto Viejo,4399460039894613264,,,,,current,,,,shopping,shopping
Samoa Boutique,shopping,Puerto Viejo,6498487977379373493,,,,,current,,,,shopping,shopping
Tienda Caribe,shopping,Puerto Viejo,11658160512809789635,,,,,current,,,,shopping,shopping
"Almacen San Francisco - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,9340938745226350575,,,,,current,,,,shopping,shopping
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,16829552897593145903,,,,,current,,,,shopping,shopping
"FerreCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,1686533995954964702,,,,,current,,,,shopping,shopping
"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,18282199755586445336,context,,,context,current,,,,shopping,shopping
Red Monkey Liquor Store,shopping,Puerto Viejo,1270489682697087471,,,,,current,,,,shopping,shopping
Electro Office,shopping,Puerto Viejo,13937010489015814564,,,,,current,context,,,shopping,shopping
"Flor de China - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,5802142291987797865,,current,,,current,,,,eat|shopping,eat|shopping
Librería Caribe,shopping,Puerto Viejo,9017085322259588567,,current,,context,current,context,,,eat|shopping,eat|shopping
"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,6985913817068423993,,,,,current,current,,,services|shopping,services|shopping
La Pitaya,shopping,Puerto Viejo,1577213594063101362,,,,,current,,,,shopping,shopping
Tienda del Mar,shopping,Puerto Viejo,6465038343017776200,,,,,current,,,,shopping,shopping
Wanderlust,shopping,Puerto Viejo,7346571536131451543,,,,,current,,,,shopping,shopping
Puerto Viejo Farmers and Artisans Market,shopping,Puerto Viejo,3462379184645189350,,,,,current,,,,shopping,shopping
Bio Mercado Puerto Viejo,shopping,Puerto Viejo,2440760117286550342,,,,,current,,,,shopping,shopping
Centro de Carnes Canada,shopping,Puerto Viejo,17335728675883934034,,,,,current,,,,shopping,shopping
El Diamante,shopping,Puerto Viejo,18223909293549188491,,,,,current,,,,shopping,shopping
"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,12358093494451922122,,,,,current,context,,,shopping,shopping
Mariscos Mopri,shopping,Puerto Viejo,15490944357828439393,,context,,,current,context,,,shopping,shopping
Mercadito Puerto Viejo,shopping,Puerto Viejo,11042023153703264759,,,,,current,,,,shopping,shopping
Namú Ecotienda Orgánica,shopping,Puerto Viejo,6016659839329473468,,,,,current,,,,shopping,shopping
"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,17944942059124723912,,context,,,current,,,,shopping,shopping
"Super Negro Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,11103674503107555780,,,,,current,,,,shopping,shopping
"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,17530375863814220827,,,,,current,,,,shopping,shopping
Value Mart Puerto Viejo,shopping,Puerto Viejo,722254835360302817,,,,,current,,,,shopping,shopping
Automotriz Danny,services,Puerto Viejo,8668304854687518026,,,,,,current,,,services,services
"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",services,Hone Creek,14899315700978366356,,,,,,current,,,services,services
Casa de la Cultura,services,Puerto Viejo,8404229099084152409,,,,context,current,current,,,services|shopping,services|shopping
"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,6459045736382662095,,,,,,current,,,services,services
"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,17588446650226285599,,,,,,current,,,services,services
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,17585168533554979538,,,,,,current,,,services,services
Caribe Dental,services,Puerto Viejo,6745087497030231094,,,,,,current,current,,services|wellness,services|wellness
Centro Médico Aruma,services,Puerto Viejo,331886285113007367,,,,,,current,,,services,services
Clínica de Especialidades Médicas San Gabriel,services,Puerto Viejo,13864196564288057579,,,,,context,current,current,,services|wellness,services|wellness
Clínica Dental Yani,services,Puerto Viejo,15014437406187691360,,,,,,current,current,,services|wellness,services|wellness
"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",services,Hone Creek,8437643615710257437,,,,,,current,current,,services|wellness,services|wellness
Laboratorio Bioclinic,services,Puerto Viejo,2511122372422782678,,,,,current,current,,,services|shopping,services|shopping
"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9649342109201810481,,,,,,current,,,services,services
Lavandería La Estrella,services,Puerto Viejo,1889608973525699671,,,,,,current,,,services,services
Washboard,services,Puerto Viejo,8840035579056537434,context,context,,,,current,,,services,services
"We Do Laundry - Hone Creek, Limón, Costa Rica",services,Hone Creek,7766901451570548014,,,,,,current,,,services,services
Aloha Skincare and Wellness,services,Puerto Viejo,565813449899308633,,,,,,current,suggested,,services,services|wellness
Ambar Tattoo Space,services,Puerto Viejo,3494255912740671382,,,,,,current,suggested,,services,services|wellness
Caribe Love Tattoo,services,Puerto Viejo,16552705196228924381,,,,,,current,suggested,,services,services|wellness
Cosmos Puerto Viejo Tattoo,services,Puerto Viejo,12833664519499680091,,,,,,current,current,,services|wellness,services|wellness
Earth to Skin,services,Puerto Viejo,6047083801083296069,,,,context,,current,context,,services,services
"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,12067959796908866585,,,context,,,current,current,,services|wellness,services|wellness
"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,11573433909437604022,,,,context,,current,suggested,,services,services|wellness
Mendez Barber Shop,services,Puerto Viejo,5529719550027810747,,,,,suggested,current,current,,services|wellness,services|shopping|wellness
"Octo Salon - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,18191801259759644864,,,,,,current,current,,services|wellness,services|wellness
Old Harbour Gym,services,Puerto Viejo,10525434517969119413,,,,,context,current,current,,services|wellness,services|wellness
Pure Jungle Spa,services,Puerto Viejo,13111271524723360984,,,,,,current,current,,services|wellness,services|wellness
"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,15543805518497480345,,,,context,,current,context,,services,services
"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,1958769090411140405,,,context,,,current,current,,services|wellness,services|wellness
Svastha Yoga & Ayurveda Café,services,Puerto Viejo,8317123943686846949,,current,context,current,,current,current,,eat|services|things-to-do|wellness,eat|services|things-to-do|wellness
La Tinta Tropical,services,Puerto Viejo,3486593641699246622,,,,,,current,,,services,services
Vol'Air Dance Studio,services,Puerto Viejo,12543675730712426029,suggested,,,suggested,,current,context,,services,nightlife|services|things-to-do
Puerto Viejo Dogs,services,Puerto Viejo,11794143091262296476,,,,,,current,,,services,services
Central de Mascotas,services,Puerto Viejo,7240010806083907203,,,,,,current,,,services,services
Clínica Veterinaria Arroyo y Solano,services,Puerto Viejo,15400950969629438728,,,,,,current,,,services,services
"Clinica Veterinaria Green Vet - Hone Creek, Limón, Costa Rica",services,Hone Creek,13987590870242443651,,,,,,current,,,services,services
Ciclo Tuanis,services,Puerto Viejo,13918274438659118327,,,,context,,current,,,services,services
Puerto Viejo Bike Rentals,services,Puerto Viejo,8630472141589888435,,,,context,,current,,,services,services
"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,5955362533549979086,,,,context,,current,,,services,services
Cerrajería Paris,services,Puerto Viejo,6040828318272438452,,,,,,current,,,services,services
PC Caribe Soluciones Informáticas,services,Puerto Viejo,15750093614330541423,,,,,,current,,,services,services
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,15763192850089670329,,,,context,,current,,,services,services
"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,938478883870584374,,,,context,,current,,,services,services
Eñe Spanish Teachers,services,Puerto Viejo,8716363808718267189,,,,context,,current,,,services,services
Spanish by the Sea,services,Puerto Viejo,439116677363621136,,,context,context,,current,,,services,services
Spanish School Pura Vida,services,Puerto Viejo,15049167550943815650,,,context,suggested,,current,,,services,services|things-to-do
"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,14733147586219926929,,,,context,,current,,,services,services
"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,15619291854434631434,,,,,,current,,,services,services
Elena De Luca Studio,services,Puerto Viejo,4794006171803715674,,,,,,current,,,services,services
Puerto Viejo Multicentro,services,Puerto Viejo,11540051154473046732,,,context,,,current,,,services,services
Sea Breeze Events,services,Puerto Viejo,8923069820182897353,,,,,,current,,,services,services
"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,11736483113495327139,,,context,suggested,,current,,,services,services|things-to-do
"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,3144025592942935764,,,,suggested,,current,,,services,services|things-to-do
Surf the Jungle Surf School Adventures,services,Puerto Viejo,14229054643032701360,,,,suggested,,current,,,services,services|things-to-do
"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,1318668082841675164,,,,suggested,context,current,,,services,services|things-to-do
"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",tour_company,Hone Creek,904701918920547958,,,,current,,,,,things-to-do,things-to-do
"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tour_company,Cocles,13961717934939865032,,,,current,,context,,,things-to-do,things-to-do
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Chiquita,,,,,current,,,,,things-to-do,things-to-do
Exploradores Outdoors,tour_company,Puerto Viejo,16305114679791493305,,,,current,,,,,things-to-do,things-to-do
"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Negra,7972003479335139796,,,,current,,,,,things-to-do,things-to-do
"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tour_company,Cocles,15105583459127739828,,,context,current,,,,,things-to-do,things-to-do
"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",tour_company,Punta Uva,14331531993444532415,,,,current,,context,context,,things-to-do,things-to-do
Hidden Garden Ethnobotanical Sanctuary,tour_company,Puerto Viejo,18254971901429379098,,,,current,,,context,,things-to-do,things-to-do
"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Chiquita,9435208628058025334,,,,current,,,,,things-to-do,things-to-do
"Kinkaju Tours - Hone Creek, Limón, Costa Rica",tour_company,Hone Creek,3404977970967347049,,,,current,,,,,things-to-do,things-to-do
"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",tour_company,Punta Uva,1382996174802571516,,context,,current,,,,,things-to-do,things-to-do
"Ride the Rainforest - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Chiquita,12629937482695022966,,,,current,,,,,things-to-do,things-to-do
"Talamanca Chocolate - Playa Negra, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Negra,,context,,,current,,,,,things-to-do,things-to-do
Adobe EasyCar Rent a Car,transport,Puerto Viejo,15441903368463150081,,,,,,,,current,transport,transport
Alamo Enterprise Car Rental,transport,Puerto Viejo,7608545223870319936,,,,,,,,current,transport,transport
Caribe Shuttle,transport,Puerto Viejo,3254890975301091925,,,,,,context,,current,transport,transport
Interbus office,tour_company,Puerto Viejo,2534048177187130620,,,,current,,,,context,things-to-do,things-to-do
Puerto Viejo Golf Carts,tour_company,Puerto Viejo,4544300389782328912,context,context,,current,,,,suggested,things-to-do,things-to-do|transport
ATEC,tour_company,Puerto Viejo,11890875733593568965,,,,current,context,,,,things-to-do,things-to-do
Best Travel Puerto Viejo,tour_company,Puerto Viejo,15210314141344220556,,,context,current,,,,context,things-to-do,things-to-do
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Negra,13054634241932126885,,,context,current,,,,,things-to-do,things-to-do
Gecko Trail Costa Rica,tour_company,Puerto Viejo,831507804855121720,,,,current,,,,context,things-to-do,things-to-do
